gene_id,C_0074_BA9_mRNASeq,C_0107_BA9_mRNASeq,H_1106_BA9_mRNASeq,H_0821_BA9_mRNASeq,C_0103_BA9_mRNASeq,C_0113_CAP_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,C_0054_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,H_0791_BA9_mRNASeq
ENSG00000226349.1,3.0,14.0,3.0,6.0,9.0,1.0,4.0,5.0,7.0,5.0,15.0,5.258380000000002,4.0
ENSG00000258199.1,127.0,127.457,151.0,74.8379,143.865,137.0,112.608,95.6035,72.7389,203.913,182.902,152.672,186.935
ENSG00000257743.8,10.0,17.0,14.0,19.0,13.0,30.0,14.0,32.0,30.0,3.0,22.0,9.99999,44.0
ENSG00000270893.1,12.0,34.0,32.0,34.0,14.0,29.0,20.0,49.0,36.0,11.0,26.0,29.0,40.0
ENSG00000242861.1,22.0,139.0,51.0,73.0,29.0,61.0,25.0,22.0,95.0,60.0,43.0,39.0,21.0
ENSG00000103249.17,1029.8,1754.77,939.271,1974.8,1588.85,1117.6,1214.98,1117.83,1553.77,958.028,1342.83,844.326,1709.43
ENSG00000119801.12,4340.0,4109.0,4233.99,2694.96,3143.0,3221.0,4647.0,2258.0,2650.0,5601.0,4546.0,3497.0,5247.0
ENSG00000226715.2,14.0528,49.0,23.0072,73.0,19.0062,9.0,43.8988,15.9057,6.00979,22.0,32.044000000000004,7.0,49.0297
ENSG00000250030.2,9.0,10.0,4.0,27.0,9.0,15.0,40.0,10.0,16.0,15.0,12.0,8.0,22.0
ENSG00000273006.1,2.0,19.0,7.0,20.0,8.0,2.0,9.0,4.0,4.0,3.0,8.0,3.0,13.0
ENSG00000223885.4,18.6212,23.2665,1.15446,0.0,7.46588e-07,0.000288908,0.0,0.0,0.0,0.0,18.2902,0.0,0.0
ENSG00000224727.1,32.0,29.1191,39.0,37.0,31.2219,36.0,30.0,25.0,34.0,26.0,34.1664,15.0751,30.0
ENSG00000272562.1,16.0,39.0,26.0,25.0,15.0,17.0,14.0,18.0,34.0,13.0,29.0,7.0,20.0
ENSG00000214226.8,56.0,79.0,73.0,134.0,98.0001,103.0,153.0,171.0,91.0,72.0,140.0,136.0,220.0
ENSG00000163041.9,2506.95,2368.48,3291.99,1888.52,2198.79,2430.91,2150.84,2300.98,2664.71,3066.0,2648.95,3434.97,2538.04
ENSG00000279148.1,71.3647,133.725,140.249,144.863,96.022,111.474,157.51,158.863,125.224,104.629,153.091,132.155,192.558
ENSG00000182827.8,1503.89,1469.6,1722.82,872.655,1311.83,1089.24,1462.83,1020.0,1240.0,1880.82,1614.55,1578.71,1625.0
ENSG00000185155.11,19.4626,27.1973,22.7318,33.1639,18.2232,16.9797,24.4689,28.6285,32.8779,16.0746,24.2122,19.8965,30.3216
ENSG00000227878.2,6.0,9.0,8.0,7.0,7.0,1.0,12.0,9.0,15.0,1.0,16.0,3.0,5.0
ENSG00000253248.5,30.0,25.0,40.0,7.0,17.0,30.0,10.0,36.0,46.0,29.9999,31.0,28.0,38.0
ENSG00000235267.1,4.0,12.0,5.0,8.0,2.0,5.0,1.0,4.0,7.0,8.0,7.0,8.0,2.0
ENSG00000237303.2,14.0,30.0,14.0,36.0,14.0,32.0,27.0,82.0,30.0,13.0,28.0,18.0,40.0
ENSG00000130711.3,27.0,19.0,22.0,26.0,9.0,9.0,21.0,10.0,15.0,11.0,27.0,18.0,21.0
ENSG00000225421.2,11.0,24.1203,12.0,17.0741,10.0,32.5823,12.1048,6.02444,6.03451,11.026,11.0322,1.0118200000000002,12.0454
ENSG00000160117.14,230.433,326.621,308.68,568.299,335.78,246.397,418.011,370.402,328.491,235.906,436.709,257.631,470.899
ENSG00000112486.15,1.7730400000000002,5.64279,3.26939,13.9492,0.0,3.16958,7.50966,4.25062,11.2149,7.91315,7.5819800000000015,6.18703,0.0
ENSG00000143772.9,2360.93,5158.11,2649.81,10229.4,2444.02,3809.67,2103.59,5576.13,8272.62,3199.36,2608.95,6258.91,4865.74
ENSG00000228382.1,17.0,42.0,20.0,89.0,42.0,68.0,31.0,44.0,76.0,12.0,50.0,64.0,64.0
ENSG00000228548.1,16.5123,53.6638,43.3439,95.7963,38.0115,71.3859,46.2568,73.5855,84.9116,34.2435,52.7861,53.0118,47.70399999999999
ENSG00000281491.1,6.0,2.0,8.0,9.0,4.0,5.0,25.0,19.0,7.0,1.0,7.0,30.0,9.0
ENSG00000196358.10,811.1089999999998,690.7339999999998,725.617,1070.72,885.3560000000001,200.404,414.744,134.72799999999998,545.428,516.207,549.716,370.201,513.827
ENSG00000186481.16,569.237,1049.85,758.345,949.362,965.031,1047.43,1188.13,2001.82,1486.67,682.857,1057.78,707.637,1015.91
ENSG00000147548.16,7243.63,10211.3,8810.61,9276.0,7986.06,7303.73,10677.7,7626.86,8039.39,9226.77,10045.4,5943.02,13493.0
ENSG00000273176.1,1.0,5.0,11.0,7.0,3.0,4.0,6.0,4.0,8.0,2.0,9.0,21.0,13.0
ENSG00000143801.16,434.43300000000005,537.398,453.286,432.77,473.4,453.093,320.052,320.837,496.427,495.567,500.019,405.315,388.625
ENSG00000231424.2,27.0,43.6582,40.0,61.0,37.0,29.0,46.0,66.0,62.0,28.0,48.0,31.0,64.0
ENSG00000143776.18,8134.0,13663.0,10917.0,10427.0,8908.0,8541.99,10615.0,8292.01,10276.0,10826.0,11044.0,7227.0,13569.0
ENSG00000227467.3,257.7,493.006,301.543,555.613,408.972,390.65,450.851,501.314,498.485,263.204,393.673,248.547,444.1230000000001
ENSG00000281131.1,166.217,253.392,245.988,218.27,182.912,131.025,219.342,156.316,196.33900000000003,160.275,247.048,124.653,251.57
ENSG00000228729.1,33.0,99.0,60.0,98.0,51.0,65.0,85.0,62.0,74.0,51.0,70.0,49.0,113.0
ENSG00000152942.18,910.68,1065.06,1056.53,745.205,779.427,1040.14,805.07,650.727,852.095,1150.94,1065.33,833.925,938.046
ENSG00000134007.3,118.0,348.0,253.0,457.0,262.0,247.0,424.0,265.0,289.0,247.0,399.0,164.0,314.0
ENSG00000251129.1,9.05799,31.8582,7.419589999999999,32.4894,10.5163,15.0556,22.4388,16.3174,14.567,17.4352,13.6336,31.1962,15.0487
ENSG00000187239.16,1559.51,3995.02,2530.69,3319.15,2202.13,2292.39,1785.73,2025.76,3396.02,2032.8,2140.88,2518.44,2244.72
ENSG00000162426.14,464.0,406.0,383.0,318.0,276.0,354.0,237.0,267.0,384.0,407.0,358.0,367.0,304.0
ENSG00000234231.3,29.8578,94.0949,79.4171,259.199,111.825,241.972,84.2626,352.343,318.611,95.6345,201.128,192.052,90.2727
ENSG00000273027.1,5.0,12.0,12.0,6.0,11.0,14.0,5.0,11.0,18.0,9.0,8.0,15.0,8.0
ENSG00000202198.1,2061.28,880.48,1202.86,487.758,877.6469999999998,1137.06,1772.85,1890.99,731.3589999999998,1187.67,999.321,3184.89,2218.59
ENSG00000174839.12,764.1569999999998,1202.02,940.696,1044.28,844.696,921.927,803.3430000000002,1030.23,1178.69,1091.76,1118.7,992.41,950.299
ENSG00000162997.15,53.4657,91.1045,63.5608,98.5682,58.5485,71.9443,113.552,58.9187,99.1514,88.7723,73.8068,81.5592,119.395
ENSG00000170788.13,2.27766,4.37448,4.0,9.75447,4.40885,22.382,6.53584,4.665030000000002,6.692189999999999,6.02773,3.33015,14.3559,0.0
ENSG00000103326.11,264.178,396.821,227.968,661.16,371.576,246.359,332.876,425.036,477.699,173.081,251.906,206.896,295.971
ENSG00000169432.14,609.7040000000002,623.763,495.121,832.7539999999998,426.947,1428.56,798.3430000000002,1218.3,1356.36,574.9490000000002,859.985,900.3580000000002,791.242
ENSG00000149054.15,172.868,182.576,169.123,110.926,162.894,88.027,169.243,62.9151,107.764,196.647,168.945,115.305,174.59
ENSG00000265844.1,10.4066,38.4502,8.712860000000001,38.9627,29.1598,10.9804,30.3428,41.6747,39.2383,25.8652,34.9029,17.3806,18.0046
ENSG00000181450.17,668.436,1174.65,1031.62,778.4630000000002,762.257,952.519,612.757,746.9,1132.73,930.414,851.88,725.3480000000002,757.4780000000002
ENSG00000167676.4,170.0,267.0,123.0,625.0,225.0,387.0,258.0,398.0,292.0,166.0,155.0,498.0,316.0
ENSG00000143740.14,1363.55,1636.29,1273.81,1365.1,1207.22,1528.96,1417.7,1563.82,1807.6,1464.72,1419.43,1290.49,1780.88
ENSG00000179271.2,429.825,433.25,382.764,406.825,295.199,368.577,341.0130000000001,335.87,444.65,462.394,343.42,424.565,457.435
ENSG00000081692.12,313.789,351.57,318.33,369.673,305.4170000000001,206.646,191.154,186.419,317.991,307.283,271.39,196.197,278.643
ENSG00000230005.2,3.0,29.0,5.0,26.0,18.0,27.0,31.0,36.0,29.0,9.0,20.0,13.0,24.0
ENSG00000269235.1,84.4149,138.10399999999998,111.564,156.656,110.648,201.936,156.636,215.788,209.642,156.244,163.72799999999995,142.28,194.162
ENSG00000233098.8,212.643,509.93,245.008,467.602,333.899,243.096,316.183,308.385,459.556,235.561,446.09,195.853,334.45
ENSG00000278999.1,67.4637,91.2567,77.6987,137.33,72.9192,83.3316,94.5055,111.159,126.752,77.7685,107.127,70.5823,114.007
ENSG00000160886.13,12.8939,16.5996,23.903,13.1213,16.7763,12.3485,80.0133,90.1486,55.4605,8.49567,33.784,16.3912,8.36111
ENSG00000224100.1,12.2074,23.7867,11.1353,31.5793,18.958,23.3151,44.5925,22.965,28.4089,6.28419,31.9519,4.15342,35.4096
ENSG00000114554.11,2965.0,3734.0,2849.0,4562.0,4120.0,765.0,3382.0,1029.0,1246.0,2468.0,3627.0,542.0,3737.0
ENSG00000130508.10,173.748,396.061,251.041,494.27,437.28,231.05,183.821,274.288,427.418,265.25,352.677,204.499,317.841
ENSG00000229205.2,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,5.0,17.0,14.0,3.0
ENSG00000279376.1,5.0,13.0,12.0,21.0,10.0,16.0,21.0,6.0,8.0,7.0,23.0,5.0,4.0
ENSG00000130775.15,168.0,259.0,367.0,444.999,174.0,164.0,187.0,358.0,326.0,267.0,297.001,334.0,183.0
ENSG00000243799.1,64.0,190.0,140.0,130.10299999999998,99.0,47.0989,106.0,22.0808,99.1716,95.0526,140.102,29.0,105.0
ENSG00000276255.2,68.3152,146.561,75.0363,189.024,114.592,101.401,133.804,132.809,131.935,51.2215,65.0275,75.8222,135.644
ENSG00000274206.1,20.5457,31.2577,33.7059,23.3616,7.37898,26.0197,13.1738,23.9569,31.7962,23.7391,42.6528,23.939,30.2722
ENSG00000147697.8,8.194469999999999,9.18002,8.1579,5.12072,5.10522,5.0358800000000015,8.263819999999999,6.1183,5.44955,14.0314,11.9431,13.2805,6.1538
ENSG00000143793.12,205.268,214.935,206.897,282.053,217.209,231.815,195.199,245.99400000000003,258.14,223.422,231.836,258.276,273.582
ENSG00000235908.1,9.86564,8.048160000000001,9.95538,11.7112,20.7245,11.8107,13.0448,19.1893,20.7511,10.3532,12.1242,10.0569,16.0299
ENSG00000106554.11,1142.0,1023.66,1102.0,794.0,930.0,990.0,895.0,784.232,1067.0,1319.0,1130.0,963.0,1167.67
ENSG00000263834.1,5.0,4.0,2.0,19.0,8.0,0.0,2.0,4.0,3.0,0.0,4.0,1.0,9.0
ENSG00000113312.10,2660.0,2182.26,2620.01,1272.0,1760.03,1668.14,1512.03,1303.03,1536.02,3016.0,2227.04,2240.0,1971.02
ENSG00000224101.1,9.0,41.0,17.0,55.0,9.0,23.0,14.0,17.0,42.0,10.0,20.8532,14.0,26.0
ENSG00000105829.11,701.298,790.1080000000002,846.6439999999999,778.64,710.31,788.0160000000002,913.649,656.693,819.0189999999999,800.002,959.189,748.433,984.454
ENSG00000108100.17,3756.25,3250.73,4027.66,1943.64,3048.42,3809.93,2381.81,3306.96,3479.73,3692.19,3237.66,3937.55,3097.26
ENSG00000278931.1,214.552,371.98,230.469,51.2431,43.1038,44.6419,41.7334,197.732,94.1198,81.6425,165.699,45.7049,191.102
ENSG00000143774.16,3604.0,3118.0,3522.0,2682.0,2509.0,2953.0,1937.0,2192.0,2913.0,3460.0,2638.0,2994.0,2615.0
ENSG00000227210.1,3.0,3.0,3.0,7.0,4.0,7.0,9.0,0.0,9.0,6.0,4.0,9.0,5.0
ENSG00000112852.6,245.186,164.092,190.712,132.842,161.056,188.003,217.971,170.41400000000004,228.72,338.366,195.659,222.498,239.468
ENSG00000207370.1,14.0,37.0,42.0,46.0,21.0,33.0,32.0,34.0,45.0,25.0,30.0,28.0,46.0
ENSG00000162913.9,81.5123,51.2402,61.1617,66.3295,71.0,777.278,39.3007,679.3889999999999,793.079,53.3491,86.3055,668.34,55.6123
ENSG00000196220.15,5618.13,8682.02,6545.24,7729.46,7130.89,3286.05,7525.61,3032.96,3544.7,6286.04,8288.5,2599.28,9735.3
ENSG00000156219.16,330.362,340.5540000000001,329.53,598.258,380.127,318.732,596.7819999999998,420.30800000000005,390.184,427.091,630.783,236.773,554.8330000000002
ENSG00000152580.8,181.091,176.021,233.928,289.9190000000001,226.832,134.592,284.02,103.486,110.927,197.356,320.112,154.912,478.859
ENSG00000175198.15,1668.36,2199.98,2070.47,1516.8,1920.3,1791.53,1788.05,1778.18,2015.11,2325.22,2329.78,1995.79,2192.27
ENSG00000276266.1,114.013,303.759,189.789,279.61400000000003,144.394,170.418,315.469,185.056,239.15,169.325,285.317,128.286,363.579
ENSG00000101442.9,187.0,346.0,233.498,419.0,270.642,319.0,375.0,303.0,371.0,245.0,267.272,252.0,370.0
ENSG00000145741.15,2961.98,2333.0,2902.0,1914.95,2016.0,2605.0,2391.0,2296.96,2461.0,3501.0,2686.99,4028.0,2431.0
ENSG00000181029.8,658.735,563.9169999999998,542.11,608.031,507.55,645.614,718.9739999999998,633.197,624.862,684.547,626.179,587.5219999999998,800.628
ENSG00000198612.10,3734.49,2820.84,3517.84,1495.24,2308.84,2368.82,2742.36,1411.0,1826.0,4107.72,3194.83,2747.99,3065.1
ENSG00000231249.1,47.0,38.0,35.0,40.0,24.0,75.0,40.0,149.0,72.0,23.0,26.0,120.0,62.0
ENSG00000279306.1,22.2886,10.6283,12.1213,22.3149,17.187,23.9528,42.7225,23.7943,17.973,20.524,24.855,32.3436,25.3234
ENSG00000266411.1,58.9563,67.0267,74.4725,55.6872,55.5501,100.585,75.3941,81.1448,91.7348,45.1367,48.8733,83.0134,52.8179
ENSG00000166682.10,149.0,487.0,187.0,1171.0,224.0,399.0,255.0,258.0,756.0,158.0,257.0,603.0,423.0
ENSG00000235047.1,8.0,18.8634,17.0,27.9292,5.8422,6.0,17.0,13.0,8.0,9.0,10.8476,10.0,19.0
ENSG00000004468.12,395.642,770.576,542.3330000000002,326.115,395.429,801.8539999999998,233.819,282.747,726.6289999999998,599.799,396.116,889.034,274.404
ENSG00000144015.4,1.0,0.0,0.0,2.0,0.0,3.30541,0.0,3.0,2.0,0.0,0.0,45.7192,0.0
ENSG00000279534.1,1.0,3.0,1.0,4.0,2.0,3.0,9.0,12.0,3.0,2.0,2.0,4.0,8.0
ENSG00000146282.17,684.4910000000001,994.085,740.87,849.455,635.987,655.576,655.34,659.091,928.409,846.852,896.388,680.04,831.9689999999998
ENSG00000120949.14,3.0,1.0,0.0,10.0,2.0,87.0,0.0,223.0,95.9999,0.0,1.0,99.0,2.0
ENSG00000200243.1,11.7237,33.691,35.5801,21.5779,35.2017,34.2797,18.2318,28.0204,36.5295,22.5324,32.4538,18.7367,20.8854
ENSG00000091656.15,1090.0,2485.0,1653.58,1869.0,1474.01,3001.0,1045.0,3444.31,3851.99,1304.0,1304.59,2804.0,1420.0
ENSG00000224570.1,3.0,28.0,7.0,46.0,14.0,9.0,13.0,29.0,17.0,4.0,33.0,21.0,26.0
ENSG00000118762.7,1026.0,2057.94,1446.0,1932.56,1602.7,1296.0,1297.05,1122.0,1761.0,1531.63,1761.09,1268.96,1530.61
ENSG00000266664.1,6.0,5.0,0.0,8.0,5.0,9.0,3.58633,9.0,4.0,2.0,10.0,4.0,6.0
ENSG00000125611.15,150.264,151.10299999999995,136.60299999999998,156.368,160.268,108.46,127.824,94.3484,117.354,134.122,135.946,179.05,143.457
ENSG00000232215.2,1.3328799999999998,32.3041,32.431999999999995,75.6749,14.0,24.0,31.0,22.0,36.273,23.4288,41.2403,4.0,26.0
ENSG00000177932.6,812.0,917.0,880.0360000000002,474.098,549.033,695.177,631.036,513.034,764.076,705.052,754.067,586.028,722.0
ENSG00000199337.1,12.8779,4.17057,5.16825,3.41142,8.17207,6.17478,9.17567,6.6484,8.6587,8.33554,3.19923,12.9421,3.62011
ENSG00000100647.7,775.0,1254.0,958.0,1355.0,835.0,645.999,806.0,690.0,1070.0,925.0,938.0,990.0,1058.0
ENSG00000200381.1,12.8779,4.17057,5.16825,3.41142,8.17207,6.17478,9.17567,6.6484,8.6587,8.33554,3.19923,12.9421,3.62011
ENSG00000261298.1,27.9974,59.12300000000001,38.7188,65.5725,33.3986,43.8707,25.5482,28.7544,41.8035,30.197,47.7339,34.6036,45.4439
ENSG00000204228.3,85.0,70.0,94.0,41.0,79.0,95.0,16.0,34.0,76.0001,86.0,54.0,133.0,22.0
ENSG00000146938.14,2493.97,2446.02,2767.55,1680.69,1870.29,2179.16,2569.15,1640.5,1634.58,2624.82,2472.52,1860.59,3131.3
ENSG00000251139.2,13.0,18.0,19.0,59.0,17.0,31.0,20.0,71.0,51.0,29.0,38.0,77.0,47.0
ENSG00000199910.1,12.8779,4.17057,5.16791,3.41142,8.17207,6.17447,9.1752,6.6484,8.6587,8.33554,3.19923,12.9414,3.62011
ENSG00000232310.6,26.0392,112.217,49.1539,63.1562,30.2037,59.3707,19.0573,32.0,62.1318,57.0009,37.3846,74.0194,26.0767
ENSG00000204536.13,246.92,359.0,234.817,467.0,361.0,387.461,337.465,347.0,458.0,292.0,385.764,290.0,325.0
ENSG00000252317.1,19.0,17.0,19.0,17.0,18.0,11.0,18.0,19.0,13.0,17.0,23.0,6.0,30.0
ENSG00000174125.7,141.635,100.926,196.0,219.471,186.49400000000003,196.625,183.0,194.727,485.02,173.567,259.645,378.549,170.546
ENSG00000157343.8,13.0,33.0,10.0,34.0,16.0,36.0,26.0,24.0,19.0,15.0,28.0,34.9999,21.0
ENSG00000229960.1,21.0,58.0,21.0,62.0,26.0,37.0,54.0,41.0,48.0,36.0,50.0,26.0,45.0
ENSG00000148606.12,2528.17,3494.72,2394.06,2833.78,2315.6,1651.42,2750.62,1537.73,2153.52,2868.06,2929.27,1561.47,3324.3
ENSG00000186329.9,704.96,1314.23,955.204,1075.63,1074.83,1035.37,1092.76,1089.26,1438.68,835.6419999999998,1284.39,667.6569999999998,1276.89
ENSG00000262117.5,2.0,8.0,3.0,7.0,9.0,3.1200900000000003,4.0,8.0,12.0,2.0,3.0,13.0744,6.01698
ENSG00000231985.1,29.0,60.0,31.0,43.0,27.0,30.0,46.0,18.0,29.0,42.0,83.0,16.0,69.0
ENSG00000201925.1,12.8779,4.17057,5.16731,3.41142,8.17207,6.17447,9.17457,6.6484,8.6587,8.33554,3.19923,12.941,3.62011
ENSG00000202257.1,12.8779,4.17055,5.16731,3.41142,8.17207,6.17447,9.17435,6.6484,8.6587,8.33554,3.19923,12.9409,3.62011
ENSG00000243197.7,504.213,957.0,792.0,803.0,506.296,756.4689999999998,781.582,581.0,788.0,715.0010000000002,904.001,515.0,976.999
ENSG00000270457.1,6.0,6.0,11.0,3.0,5.0,2.0,3.0,1.0,1.0,17.0,15.0,9.0,3.0
ENSG00000223754.1,16.0,39.0,16.0,53.0,23.0,19.0,25.0,27.0,45.0,22.0,43.0,16.0,28.0
ENSG00000027869.11,9.0,15.0,9.0,10.0,4.0,17.0,1.0,15.0,18.0,7.0,14.0,37.0,6.0
ENSG00000226849.1,3.64057,14.0742,18.6791,28.8797,11.577,22.6191,20.6302,40.6464,47.3364,4.51117,18.1151,19.4569,25.7762
ENSG00000183145.8,19.6706,28.5053,15.1439,24.519,31.6131,55.3506,34.0849,75.4529,65.1693,29.5677,45.6365,44.3613,33.2534
ENSG00000145506.13,64.0,85.0001,29.0,88.0001,119.0,15.0,73.0001,2.0,30.0,52.0,77.0001,15.0,83.9999
ENSG00000054965.10,8151.86,12177.6,9513.62,9429.91,8618.59,6563.32,6786.22,5828.49,7743.34,8580.29,8778.87,6273.56,9074.43
ENSG00000166341.7,966.0,1023.0,854.0,1712.0,875.0,1045.0,450.0,822.087,1500.0,671.0,920.738,840.0,899.628
ENSG00000230638.4,40.0,86.0,49.0,67.0,82.0,48.0,82.0,49.0,80.0,32.0,66.0,81.0,97.0
ENSG00000131788.15,461.199,756.1080000000002,555.617,610.097,562.388,443.517,546.622,396.173,694.331,521.003,615.6569999999998,409.253,621.638
ENSG00000248347.3,10.495,10.6519,7.923189999999999,19.6574,9.31066,6.00767,12.9352,6.0563400000000005,9.36196,11.9959,11.527,6.37951,19.8014
ENSG00000168118.11,1771.56,1879.0,1953.98,1114.0,1581.0,1212.0,1611.0,1145.0,1237.0,2126.29,1772.8,1266.0,2139.0
ENSG00000223733.1,8.0,21.0,23.0,15.0,12.0,6.0,11.0,2.0,7.0,9.0,28.0,2.0,13.0
ENSG00000271596.1,3.0,3.0,2.0,9.0,7.0,1.0,9.0,12.0,11.0,3.0,2.0,3.0,16.0
ENSG00000237481.1,6.0,29.0585,18.0,27.0,20.0538,19.0,14.0,14.0,27.0,17.0,16.0,24.0,27.0
ENSG00000197421.9,11.5888,23.2,13.1326,16.3149,36.4702,7.04443,17.2964,31.2532,22.2238,13.3071,20.1066,10.6471,19.7119
ENSG00000214026.10,201.0,219.0,241.0,201.0,193.0,201.0,153.0,195.0,258.0,206.0,181.0,253.0,215.0
ENSG00000135763.9,454.0,513.0,474.0,461.0,386.0,364.0,412.0,266.0,488.0,458.0,458.0,395.0,506.0
ENSG00000197993.7,18.0,208.0,77.0001,200.0,82.0,90.0,72.0,50.0,119.118,54.1115,57.0509,64.0,27.0
ENSG00000279213.1,5.97205,5.6736900000000015,4.0,7.0,1.0,12.5195,2.0,5.59626,9.13624,1.0,1.0,4.59917,12.8027
