	int__beta	int__p	int__padj	Subject.death__beta	Subject.death__p	Subject.death__padj	counts__beta	counts__p	counts__padj
ENSG00000154529.14	1.818366380050916	0.16483597829088092	0.9203160407886041	-0.045047268940516444	0.10583138275894144	0.12021469230459601	0.0008773603670916021	1.0	1.0
ENSG00000143603.18	1.3431258063487745	0.26941980596328796	0.9203160407886041	-0.0481124155892627	0.16778756637693915	0.1788091488304418	0.0009398364415923743	1.0	1.0
ENSG00000162456.9	3.9587904718921956	0.004406165253027616	0.2060750136825098	-0.05180059391636054	0.005598761957068987	0.08284389988477306	-0.07048029425610064	0.0005392619131947551	0.01778747384613185
ENSG00000158516.11	2.4084022372073526	1.0	1.0	-0.043481525609140426	0.06045766262888297	0.08411895832209085	0.004884595866426126	1.0	1.0
ENSG00000136404.15	5.994384353906471	0.036893151989765394	0.5324067567089327	-0.06646004175075922	0.00673132187613712	0.08284389988477306	-0.003242822586226811	0.015916973489332742	0.13552550689648485
ENSG00000130762.14	2.322863507307149	1.0	1.0	-0.043266013421620744	0.012801587148976057	0.08284389988477306	0.0016773405546711751	0.3609740780463938	1.0
ENSG00000151532.13	1.6141401403324351	0.13189276337336597	0.9010244644671809	-0.03550704200802481	0.02576786093269945	0.08284389988477306	0.0008028660051786822	1.0	1.0
ENSG00000122477.12	4.571439504068119	1.0	1.0	-0.04504168715708478	0.05362447211959276	0.08284389988477306	-0.010334235471918227	1.0	1.0
ENSG00000130363.11	2.3907445827974234	0.030832457528292778	0.49363915922372487	-0.041915439243434445	0.007759783049569813	0.08284389988477306	-3.8300908559697836e-05	0.681418430687593	1.0
ENSG00000203985.10	1.7248704930174301	0.3470622252032244	0.9370950212205097	-0.039027447719502534	0.048576110975583564	0.08284389988477306	0.03429798516090407	1.0	1.0
ENSG00000132676.15	4.85946113185409	0.47289651414010325	1.0	-0.0457497759549657	0.039050756252572816	0.08284389988477306	-0.0016755100921495238	0.5305057753458742	1.0
ENSG00000127920.5	1.0492939456075134	1.0	1.0	-0.04393027213984349	0.03948689533306293	0.08284389988477306	0.0024345822157266347	4.1143731183357346e-05	0.004036095426380957
ENSG00000278456.1	3.1019901044241407	1.0	1.0	-0.04164753684676227	0.05678930972578233	0.08305381246550224	-0.01389004159924524	1.0	1.0
ENSG00000130830.14	4.438627319323445	0.17541505153797854	0.9203160407886041	-0.04226086430905293	0.05536232408245334	0.08291129361240156	-0.0011884026373958144	0.14320141563898536	0.5662264685667208
ENSG00000103707.9	1.6105835523970353	0.8554876824644353	1.0	-0.040130304773293636	0.05481609997876968	0.08291129361240156	0.0019307855645203473	1.0	1.0
ENSG00000092445.11	4.774043062869724	1.0	1.0	-0.041912596400055034	0.054494966272880196	0.08291129361240156	-0.0004242915233726487	1.0	1.0
ENSG00000259171.1	2.3601460583622904	1.0	1.0	-0.04258664887524542	0.037739759981411436	0.08284389988477306	0.0025603839827934866	0.5877978142580587	1.0
ENSG00000186222.4	2.4156690301722543	1.0	1.0	-0.04173960617086705	0.04096610383251176	0.08284389988477306	-0.00025875054291871837	1.0	1.0
ENSG00000198648.10	6.1084541827890355	0.0001772363069619809	0.053137650020400544	-0.060129207243350524	0.0007089580674384255	0.08284389988477306	-0.001070734867940579	0.0002479148783770535	0.01108057609516314
ENSG00000163785.12	-0.74264440443791	0.43374472620814275	1.0	-0.0357877950202292	0.09416028027164525	0.10972490303361651	0.0038003364989459654	0.021072294388262747	0.16116441604977563
ENSG00000143322.19	1.0891936035701621	0.1394489475878633	0.9137266583273985	-0.03873515521838876	0.13831792297079537	0.15066332147816333	0.0007310155688288698	1.0	1.0
ENSG00000164342.12	1.2582590823175899	0.47323513623569813	1.0	-0.042725156889146576	0.1636899555441862	0.17485286581476742	0.018102572000642452	1.0	1.0
ENSG00000104331.8	6.433808577800338	0.0028924721687271227	0.1678286295193023	-0.06288300450973071	0.001803883461851452	0.08284389988477306	-0.000830460935873705	0.005176283091514855	0.06678247127963918
ENSG00000170365.9	1.3581347210106818	0.2782472087799618	0.9203160407886041	-0.04637361909857409	0.08602463343750055	0.10256237968439465	0.003683149680645355	1.0	1.0
ENSG00000214367.7	1.289062206875769	0.4792829752168516	1.0	-0.038851564301096056	0.05647338021024506	0.0830045719139688	0.0016541273645138707	1.0	1.0
ENSG00000172071.11	-0.5053637909994259	1.0	1.0	-0.03918530572033757	0.06363622231951949	0.08571341534321594	0.005278693021054723	1.0	1.0
ENSG00000162482.4	2.3155449626424875	0.5503092172276756	1.0	-0.04406034956376605	0.1440369147431415	0.15607763225923096	0.003290703604342804	1.0	1.0
ENSG00000156097.12	7.073702267887376	1.7134675734387095e-05	0.018297360164173486	-0.07980401802999962	3.981232363570175e-05	0.060955593232125474	-0.006117838993963928	2.4082999349195333e-06	0.0010324916998763355
ENSG00000279767.1	2.348225099644338	1.0	1.0	-0.041923403631068876	0.028571352748773204	0.08284389988477306	3.0021164785931536e-05	0.6675140651872435	1.0
ENSG00000169184.5	1.8380509995606553	0.24288089244211275	0.9203160407886041	-0.041155964004356275	0.06316275415409622	0.08542358461394332	0.0008923854982150153	1.0	1.0
ENSG00000248469.1	3.6407676197420504	1.0	1.0	-0.0448750124104868	0.06964110329818451	0.08944583536511898	-0.00488202407128949	1.0	1.0
ENSG00000172086.7	1.8413729985780396	1.0	1.0	-0.04609584700979933	0.0059855236117043464	0.08284389988477306	0.0012838539779190918	0.010983349645663387	0.10765263659896404
ENSG00000232065.1	2.005398712923711	1.0	1.0	-0.048246603760721415	0.07117826004570715	0.09055602013069002	0.07729372725732563	1.0	1.0
ENSG00000154222.14	2.6482617760233094	1.0	1.0	-0.03854866258353686	0.033825850601875485	0.08284389988477306	-0.00046809651011305687	1.0	1.0
ENSG00000126464.13	3.1447929511743484	1.0	1.0	-0.026750865796755164	0.17067869409600345	0.1815558926216034	-0.001516246315772481	0.655142596190492	1.0
ENSG00000144659.10	2.078896743799846	1.0	1.0	-0.04161024177668086	0.04356744559126169	0.08284389988477306	0.0003211560279550426	0.30439253580707804	0.9369753485533391
ENSG00000149798.4	2.401322866871566	1.0	1.0	-0.039365518450229224	0.06108164380393477	0.08436693255034568	-0.0005200669522665689	1.0	1.0
ENSG00000187627.14	1.8716374741673965	1.0	1.0	-0.03931004993211123	0.06081401806379638	0.08430570851466766	0.003351508727437052	0.29926432951531323	0.9267570373184837
ENSG00000124772.11	3.1798484832863734	0.01786645055963909	0.38241447855982397	-0.041777439083783195	0.06334667696992369	0.08554180091643507	-0.00033139892913513255	0.01987775292613081	0.15561259385481363
ENSG00000153291.15	5.209248278725765	1.0	1.0	-0.05475581006878544	0.08114653354728452	0.09852332831706719	-0.0008459000608047242	1.0	1.0
ENSG00000153561.12	2.03149179471059	1.0	1.0	-0.041238982246431355	0.053956385801601	0.08284389988477306	9.264532526266822e-05	0.7299893763582593	1.0
ENSG00000250397.2	2.391180372678862	1.0	1.0	-0.04158689007065853	0.03368791104720559	0.08284389988477306	-0.000398202268063464	1.0	1.0
ENSG00000014914.19	2.1858300059278024	1.0	1.0	-0.07892043706369753	0.0011331867479592583	0.08284389988477306	0.00752696229295785	0.0061227461354737	0.07470359175299315
ENSG00000115486.11	-1.2060197976789044	1.0	1.0	-0.047430454818948524	0.04457883173957611	0.08284389988477306	0.004451675808655225	1.0	1.0
ENSG00000132313.14	6.701526405189771	0.18094928968408586	0.9203160407886041	-0.058606396313050944	0.01797597511179938	0.08284389988477306	-0.0017500497936172965	0.20455564327783027	0.7212528231951871
ENSG00000154743.17	1.377570047497213	0.11363760271313073	0.8565155293602892	-0.03900405797473038	0.036227160078902254	0.08284389988477306	0.0020428590989231884	1.0	1.0
ENSG00000115457.9	2.9261043314846296	1.0	1.0	-0.0448954898360696	0.15081119077726346	0.1624946998825054	-0.0007996991017310681	1.0	1.0
ENSG00000271538.5	3.761129341166569	0.007741271379674175	0.26996545221902973	-0.047860454714500796	0.015145661795679777	0.08284389988477306	-0.050363382129551375	0.00012508564675683953	0.007502222300693244
ENSG00000069696.6	2.2463939873361287	1.0	1.0	-0.037525944803786855	0.09419222324554555	0.10975660158836445	-0.00311984012711686	1.0	1.0
ENSG00000189362.11	8.872365845484179	0.0003011344770097457	0.07170512001393388	-0.07710928261124748	0.0007241540325538809	0.08284389988477306	-0.019108230100511197	0.0002124302784266563	0.01011928678159572
ENSG00000068831.18	2.1110317013694515	0.3951462121575421	0.9808953391591827	-0.04244058872862618	0.056704204235951905	0.08305381246550224	0.0003471975814233014	1.0	1.0
ENSG00000167566.16	2.3732859843424152	1.0	1.0	-0.035063839084752135	0.04024530289995776	0.08284389988477306	-0.00047498713442424903	1.0	1.0
ENSG00000228395.1	2.663182709480733	0.5994759256742475	1.0	-0.04176584924296734	0.05015736976234353	0.08284389988477306	-0.007386499111468743	0.743535236581927	1.0
ENSG00000108839.11	2.008412910400974	0.5528278291105593	1.0	-0.045507925220863825	0.06280221511207218	0.08523498149825191	0.012567292616671829	1.0	1.0
ENSG00000152822.13	3.0231729712793447	0.2860255311664036	0.9203160407886041	-0.04547999472964713	0.03074692107163257	0.08284389988477306	-0.0004859480205502947	0.34905579837282263	1.0
ENSG00000163499.11	2.486590587119723	0.2962630985570872	0.9209486673284129	-0.04193239083347721	0.04516795521079453	0.08284389988477306	-0.009183906166109711	0.4457357148969606	1.0
ENSG00000125249.6	4.339151276332641	1.0	1.0	-0.052621880168964484	0.0560153772322417	0.08295277857680944	-0.0002224792279491282	1.0	1.0
ENSG00000275216.1	2.1208868087099493	0.42667344872374535	1.0	-0.04201333522381136	0.05557628825304328	0.08295277857680944	0.0018998387519871974	1.0	1.0
ENSG00000168887.10	2.3425723452571208	1.0	1.0	-0.042676795345355165	0.015043028589637797	0.08284389988477306	0.000221337792124016	0.5026238285956661	1.0
ENSG00000134283.17	0.6023870821637186	0.6823329088400765	1.0	-0.035875665910393116	0.06426930779410245	0.08606193895742173	0.000992485857595888	1.0	1.0
ENSG00000129255.15	2.6048378281883307	1.0	1.0	-0.04084485779999396	0.05167228996231743	0.08284389988477306	-0.00033658715305613006	1.0	1.0
ENSG00000014216.15	3.797535071144296	1.0	1.0	-0.03580868897221418	0.0686414931953051	0.0887490247935928	-0.0008019735535847108	1.0	1.0
ENSG00000197181.11	2.194632437053569	0.7788640331091201	1.0	-0.04206115444531842	0.06483155091668669	0.08629031057429397	0.002925979283601552	1.0	1.0
ENSG00000168890.13	2.031063642780838	1.0	1.0	-0.050313385255528795	0.0016365311059846066	0.08284389988477306	0.002999264607030207	0.005962506769609299	0.07362026358571995
ENSG00000165312.6	-3.035176794376378	1.0	1.0	-0.02174701672139846	0.12630543294914576	0.1393223307702341	0.008319483905528042	1.0	1.0
ENSG00000124613.8	3.0576558443686253	0.9583855376369942	1.0	-0.043367323086245066	0.045054509093999995	0.08284389988477306	-0.0016747479227905463	0.8194994892864973	1.0
ENSG00000081154.11	3.0649020024522877	1.0	1.0	-0.04349169495735434	0.118008589663533	0.13142910758168339	-0.00012158051200209137	1.0	1.0
ENSG00000168906.12	1.9245931739963524	1.0	1.0	-0.048748678660490416	0.003476297655732319	0.08284389988477306	0.00010762203308178691	0.029703565751283634	0.20172110610383323
ENSG00000177732.8	2.424452414654851	1.0	1.0	-0.03744156514645265	0.01116486183797516	0.08284389988477306	-0.0004326941998749975	1.0	1.0
ENSG00000115468.11	2.4112658608290847	0.4541086073841337	1.0	-0.04391555445079119	0.01865322894226984	0.08284389988477306	2.278201028141292e-05	0.3407785471961162	1.0
ENSG00000166004.14	1.4545437549445606	0.3718424282802014	0.9590850006949732	-0.03795560675576939	0.04978716310610054	0.08284389988477306	0.0008660510017432854	1.0	1.0
ENSG00000163412.12	6.707096116355639	0.0009105757070840825	0.10365081151718768	-0.06673258802710863	0.0009065505134625562	0.08284389988477306	-0.0011870656840397764	0.00155961388966952	0.032440809667330685
ENSG00000124575.6	1.7596774334838055	0.6621347314687203	1.0	-0.0347921968959851	0.06601999242973788	0.08706515777504197	0.0076328989980424585	1.0	1.0
ENSG00000152582.13	2.7899037617088496	0.11866174199650081	0.870090856353714	-0.04214426567911458	0.03981030497250648	0.08284389988477306	-0.000674185492496109	0.24740639028241396	0.8198549674224519
ENSG00000152292.16	1.588200209059599	0.5511918860904148	1.0	-0.05506010598080442	0.04097123383787937	0.08284389988477306	0.0192593761351776	1.0	1.0
ENSG00000076864.19	3.8932692897612027	0.010556690471404617	0.3147452685017719	-0.041046232131638945	0.12352340405774576	0.13666925995948004	-0.00020491439391922062	0.0036793943009105767	0.05419950413177156
ENSG00000068323.16	2.5558267516143425	1.0	1.0	-0.03784975720625063	0.02861019120557451	0.08284389988477306	-0.00018805628337237423	1.0	1.0
ENSG00000132128.16	5.476759131909898	1.0	1.0	-0.033352857483971585	0.0934828800951697	0.10911622068846989	-0.00206588825784131	1.0	1.0
ENSG00000185304.13	2.398881071741671	1.0	1.0	-0.04196715169789017	0.05170244847464045	0.08284389988477306	-0.00015644196661889466	1.0	1.0
ENSG00000129472.12	2.529800730573474	1.0	1.0	-0.04082797812096396	0.06327148956591444	0.08547576909263495	-0.00025143129005728845	0.969926506939712	1.0
ENSG00000115423.18	1.908029674242674	0.1673335454433812	0.9203160407886041	-0.040099933353428104	0.037508314150556776	0.08284389988477306	0.0007498733805079719	1.0	1.0
ENSG00000270100.1	2.430394306375075	1.0	1.0	-0.041349187011720516	0.032941561157020516	0.08284389988477306	-0.002212871335996804	1.0	1.0
ENSG00000111412.5	6.2934570433091785	0.0004970118338666341	0.08851016127574188	-0.05594343884834522	0.0025331158321314495	0.08284389988477306	-0.001805429724674568	0.0007294264183300703	0.021214762576330974
ENSG00000176208.8	1.873782947627653	0.270056458300419	0.9203160407886041	-0.040469290950264504	0.05153519092391923	0.08284389988477306	0.0025124946423767613	1.0	1.0
ENSG00000100201.19	2.556461030648177	1.0	1.0	-0.040167440281342316	0.009912987621511049	0.08284389988477306	-1.7331973097746822e-05	1.0	1.0
ENSG00000114942.13	1.2835459096597348	0.5418808741488843	1.0	-0.039653054660242465	0.04890423011806133	0.08284389988477306	0.00026577786524746555	1.0	1.0
ENSG00000186716.19	1.9266486154784115	0.17052196982363588	0.9203160407886041	-0.04224966961262469	0.12473409663181512	0.13777942989279793	0.00010451306930177643	1.0	1.0
ENSG00000162951.10	3.421168592649046	0.005158907054071182	0.22204545159260838	-0.04711467614834845	0.0047557805033746625	0.08284389988477306	-0.0010035154849695515	0.03099297804745449	0.20707602735255956
ENSG00000232021.6	1.749147925457385	0.19241303853874958	0.9203160407886041	-0.0388898857781127	0.03876988071325471	0.08284389988477306	0.03071517942274105	1.0	1.0
ENSG00000224944.1	1.792697631735492	0.21338387108648926	0.9203160407886041	-0.03702317039588918	0.0347701420926988	0.08284389988477306	0.009903748329737687	1.0	1.0
ENSG00000280033.1	2.1725785321319977	0.5059222074786203	1.0	-0.04313945672526375	0.04618666928065429	0.08284389988477306	0.013047364925479785	1.0	1.0
ENSG00000169953.11	3.134505947857169	1.0	1.0	-0.0396626821872211	0.05886642719925972	0.08354763798468656	-0.04078181900366997	1.0	1.0
ENSG00000187118.12	2.7022862981376328	1.0	1.0	-0.04283227044107376	0.07106821991229118	0.09048902411561721	-0.0006617946025880402	1.0	1.0
ENSG00000260177.1	1.0443545521285376	0.45504872354837744	1.0	-0.041836370806031975	0.10599002424185133	0.12035101664123161	0.06342470677667002	1.0	1.0
ENSG00000163964.13	5.384593001033107	1.0	1.0	-0.05722008587533677	0.06779361649494897	0.08812408846011026	-0.0017037400990495331	1.0	1.0
ENSG00000236295.1	2.3709226502409133	0.5303228769474682	1.0	-0.04431466780176063	0.043951901746486444	0.08284389988477306	0.006281313764174238	1.0	1.0
ENSG00000157741.14	1.575683808963408	0.425421148031929	1.0	-0.039800788727086665	0.051128950976304766	0.08284389988477306	0.0003705375085016343	1.0	1.0
ENSG00000196151.10	-0.5093495000531199	0.34356584840432114	0.9349939844887871	-0.038000571071518885	0.10914498832336073	0.12332574822730825	0.006927813852867134	0.001214181078531773	0.028336195714807538
ENSG00000135622.12	3.984442706494291	0.6731171405790759	1.0	-0.04710492451055551	0.039491421961447504	0.08284389988477306	-0.001214032512673947	0.6988271496534989	1.0
ENSG00000157036.12	2.1504614215158138	0.05605489967536326	0.6459566861046963	-0.04000273264141485	0.027153504968878805	0.08284389988477306	0.00032331624951665254	1.0	1.0
ENSG00000159363.17	4.628959717409663	0.17285283445884336	0.9203160407886041	-0.039309198084577814	0.08277479311422131	0.09984090579856661	-0.0005276027107754118	0.03993788448303193	0.24447434258769754
ENSG00000088888.17	2.0847372760182883	1.0	1.0	-0.05264768188778967	0.014062032238420286	0.08284389988477306	0.0004899998846869923	0.15492777694270843	0.5957038638101051
ENSG00000213015.8	2.4427698955355943	1.0	1.0	-0.04049984642665417	0.02661546532645076	0.08284389988477306	-0.00020294789187788332	1.0	1.0
ENSG00000162408.10	2.506559211299765	0.02138221784943506	0.4177381649217477	-0.04209220820850021	0.013812373365345132	0.08284389988477306	-0.00018075756526516164	0.3035122907708091	0.9353131131420998
ENSG00000115318.11	2.126578577348925	1.0	1.0	-0.04416611517834882	0.006415494473487993	0.08284389988477306	0.0019884085732468455	0.08899849522461811	0.41084828772584925
ENSG00000183379.8	2.403317852145127	1.0	1.0	-0.04427801653473573	0.22979024405136994	0.23939672126870962	0.0002498943047308225	1.0	1.0
