gene_id,C_0083_BA9_mRNASeq,C_0010_BA9_mRNASeq,H_0006_BA9_mRNASeq,C_0053_BA9_mRNASeq,H_0689_BA9_mRNASeq,C_0024_BA9_mRNASeq,H_0709_BA9_mRNASeq,H_0014_BA9_mRNASeq,C_0029_BA9_mRNASeq_REPEAT,C_0021_BA9_mRNASeq_REPEAT,C_0074_BA9_mRNASeq,C_0031_BA9_mRNASeq,C_0107_BA9_mRNASeq,C_0005_BA9_mRNASeq,C_0082_BA9_mRNASeq,H_1106_BA9_mRNASeq,C_0032_BA9_mRNASeq,H_0821_BA9_mRNASeq,H_0695_BA9_mRNASeq,C_0019_BA9_mRNASeq,H_0723_BA9_mRNASeq,C_0060_BA9_mRNASeq,H_0750_BA9_mRNASeq,C_0014_BA9_mRNASeq_REPEAT,H_0010_BA9_mRNASeq,H_0002_BA9_mRNASeq,C_0022_BA9_mRNASeq,C_0037_BA9_mRNASeq,C_0029_BA9_mRNASeq,C_0018_BA9_mRNASeq,H_0009_BA9_mRNASeq,H_0013_BA9_mRNASeq,C_0077_BA9_mRNASeq,H_0012_BA9_mRNASeq,C_0002_BA9_mRNASeq,C_0039_BA9_mRNASeq,H_0726_BA9_mRNASeq,C_0020_BA9_mRNASeq,C_0006_BA9_mRNASeq,C_0034_BA9_mRNASeq,C_0076_BA9_mRNASeq,C_0075_BA9_mRNASeq,C_0071_BA9_mRNASeq,C_0015_BA9_mRNASeq,C_0103_BA9_mRNASeq,H_0001_BA9_mRNASeq,H_0007_BA9_mRNASeq,C_0025_BA9_mRNASeq,H_0003_BA9_mRNASeq,C_0113_CAP_mRNASeq,H_0513_BA9_mRNASeq,C_0023_BA9_mRNASeq,C_0033_BA9_mRNASeq,C_0013_BA9_mRNASeq,H_0700_BA9_mRNASeq,C_0061_BA9_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0036_BA9_mRNASeq,C_0016_BA9_mRNASeq,C_0011_BA9_mRNASeq,C_0065_BA9_mRNASeq,C_0009_BA9_mRNASeq,C_0114_CAP_mRNASeq,H_1105_BA9_mRNASeq,C_0038_BA9_mRNASeq,H_0740_BA9_mRNASeq,C_0003_BA9_mRNASeq,H_0656_BA9_mRNASeq,C_0054_BA9_mRNASeq,C_0004_BA9_mRNASeq,C_0026_BA9_mRNASeq,C_0017_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,C_0021_BA9_mRNASeq,C_0070_BA9_mRNASeq,C_0014_BA9_mRNASeq,H_0681_BA9_mRNASeq,H_0539_BA9_mRNASeq,C_0062_BA9_mRNASeq,H_0005_BA9_mRNASeq,C_0012_BA9_mRNASeq,C_0050_BA9_mRNASeq,H_0791_BA9_mRNASeq,C_0018_BA9_mRNASeq_REPEAT,H_1104_BA9_mRNASeq,C_0087_BA9_mRNASeq,H_0658_BA9_mRNASeq,C_0035_BA9_mRNASeq,H_0008_BA9_mRNASeq,H_0657_BA9_mRNASeq,H_0601_BA9_mRNASeq,C_0008_BA9_mRNASeq,C_0081_BA9_mRNASeq,C_0069_BA9_mRNASeq
ENSG00000237863.2,28.474915881206588,18.688656074870487,5.678336327228984,42.63494052566187,63.66731043487042,3.332880201377654,9.857926666110448,12.454682715839045,27.00921641720056,25.066137775744075,20.900557197110267,34.86634522716564,22.91337504636672,34.158861933773956,28.539137107592524,17.29487922168906,39.45807488313433,38.89260603205031,21.013895008978665,3.692575084008988,9.022574117510974,18.830021612132718,10.636170605826573,22.687679586567636,37.669099713574056,80.5240141301828,10.676253783948566,3.6313880865228727,39.03836257709527,0.8708966755315006,61.48787070646929,44.5328042391826,38.42561710334787,75.51344295994922,10.173987760358713,32.46915680882307,42.78281685143261,30.193060895129626,18.994100071339698,61.053085756551994,32.40607287672576,28.00971215023691,87.43712847151367,19.36272233651829,9.340683357463016,0.0,39.637703286756334,14.63848817705347,24.892284580695033,12.749021625402534,17.659481233766787,2.1436229283766335,7.021864373622007,12.868906208107806,15.014139888213267,14.855014547926608,31.025067332247225,23.30521604496002,18.672964640404313,24.313126447637668,11.872659130876041,55.87504748118609,53.81423946442001,20.394975889191127,14.462884393764126,41.907143046217605,22.819829170279743,77.14321950508639,21.38460813939471,16.095073916436963,8.952463441641651,12.917614068899539,16.42830780271057,11.86788600379564,12.721257099195842,26.33775187261912,23.946018547042456,23.56571145374267,192.914485097729,31.255047082714153,28.257522345176643,40.725794673286735,52.43944426420331,40.7623312196379,29.512961231828978,30.64974197616429,21.878462509414977,42.82071371587925,21.977488480813086,44.211938790925885,37.14473763911161,27.800190339613543,23.262868789787998,35.025322929621986,31.259771699049487,12.060151950165523
ENSG00000280322.1,0.8966641752462201,1.3349040053478918,0.0,0.0,3.7451359079335544,0.0,0.0,2.3352530092198207,0.0,0.0,0.0,0.0,3.055116672848896,0.0,0.0,5.764959740563021,0.0,5.921001525102211,0.9136476090860288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5014754837344335,0.0,2.4595148282587713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2302914151670605,1.0711067676588069,0.0,0.0,2.4617925859857634,0.0,2.8022050072389044,0.0,1.1592107109425518,0.0,0.0,10.927732821773601,0.0,0.0,0.0,0.0,1.7663693986133255,0.0,5.55974899776844,0.0,0.0,2.3155358521559686,0.0,3.566492392416133,0.0,10.197487944595563,0.0,0.0,0.0,0.0,0.0,1.6095073916436964,0.0,2.4569645688390103,0.0,5.538346801771299,5.088502839678337,0.0,0.0,1.3092061918745925,16.598887619403982,0.0,1.8230659577533317,3.414409379343057,2.527202133214617,0.821839420221777,4.540455574127535,0.0,0.0,0.9731980389972558,0.0,0.0,0.0,0.0,3.447985532369122,2.2601211148938822,3.7023826059053184,0.0
ENSG00000261409.1,59.83798707088125,51.09919089191355,39.53967543057722,95.3803308475792,53.00078885548486,26.882883861264464,49.28963333055224,62.93374528843561,64.5544709281185,53.888422210848105,38.59830077906554,54.351914997738135,63.766777085286265,67.62651421042875,71.05577202539084,49.35538511374674,60.066040942723326,108.46513522362594,48.45292546409392,12.754154340167045,61.905144180619246,57.43336332815867,43.20762868059652,52.86650686291153,94.88082073255114,149.95769896905443,33.49923737302154,47.396272073948786,48.083701333756615,5.365533455182289,78.2911530373918,82.01408633155863,52.11638331421874,104.22040270008335,23.165470921430856,58.656683906509514,81.58007205061946,69.03584935489012,51.30844226555165,81.17511171514387,47.81488276326992,58.1960260790662,138.5849724330112,24.7167024437495,59.642505001407145,13.348363861594335,64.31695155950997,51.9905869182841,129.32594974787946,78.39928890545126,54.17852615385375,23.90889833164878,59.42553663222207,42.84695287014622,37.198768031627395,30.67057084209387,120.05351335847985,57.997846174821774,70.50353313187932,61.97716951163621,30.505808248525078,66.01101886043274,78.91234461499766,54.368848283190744,38.424784644718336,78.0735005203157,55.045231263576454,78.14880718467329,56.04210793570823,77.02418335765282,20.052423919301095,62.695839081806334,49.00905118973666,89.383379033787,53.75443514807799,60.13351705618621,30.223404293311354,36.68736143242496,291.20867120980756,56.52535114999013,57.31218028038093,71.01100834641827,98.3245897959145,89.50406573809308,105.57315952442207,60.20575969827146,47.50060343497222,66.97208285065466,64.65416680244125,61.13930063589511,98.16589654161866,75.8998658175949,56.179407473103055,41.65979545633723,50.333336169891915,45.89046503247852
ENSG00000236064.1,102.4564353203341,75.55690160669603,68.16397957826096,46.13569549222397,43.073182590734596,103.53762890351062,54.489689646925505,83.60361456540907,51.57577074775601,123.38983509963124,138.6946310514066,125.20812215297772,127.25553855334329,76.48057092774305,95.28428499837061,137.61288326994824,133.58136670936295,117.03705371725249,47.82497546236909,65.07380759648032,193.66413988790256,109.32025819945633,68.63833720487118,96.24837525637373,107.12715267543325,30.441771513775752,144.23618862114512,117.51026592464555,59.8093239764323,33.02387939814919,68.0861341119805,130.72258318156858,131.95075750237683,89.04429826077134,84.12119049251602,91.69373674184045,129.189560733597,147.9021697493519,91.02212611800284,94.95961315085214,169.2680292886964,108.0688838111832,58.487022078591174,134.11433475402808,126.48779775342116,82.42502787738356,88.81756546170737,83.38056250216607,14.07457639970537,162.14569960947665,73.04373077582957,56.928408471191084,67.20927329038207,88.78994720343525,112.09821795949817,96.37603327260385,157.24916077838367,211.34820695706264,128.84351108341374,75.84641882850222,74.43682368694043,73.026903811714,14.702172526769239,138.02378375225052,102.3125103278294,126.66310729416193,74.93414918953412,35.05867000974467,67.5136136644848,100.51454136184465,93.26149212877374,91.23913356737977,65.61947338264744,136.96410760020447,127.55604493363671,90.75690002669631,80.42396360700774,100.59076302277732,67.18388698028683,121.55885811669644,110.12776837596327,80.67003103964183,69.64337278606182,166.02553415494273,96.33787288664666,138.0676569127813,90.95533219039089,114.10747007242823,118.12284688759571,142.5481330497032,49.86495201787684,110.75435445588538,80.99473174884025,60.76346917997777,146.38480347228452,135.8468210563434
ENSG00000227610.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9364678270094435,0.0,3.8188958410611202,0.0,0.0,0.0,0.0,1.6917147214577746,1.8272952181720576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.604410014477809,0.0,0.0,0.0,0.0,2.7319332054434002,0.0,0.0,0.0,0.0,0.0,0.0,0.9266248329614066,0.9710506685400008,0.0,0.0,0.9893882609063367,0.0,0.0,5.490955047089919,0.0,0.0,0.0,0.0,0.0,0.8047536958218482,0.9947181601824056,0.0,0.0,3.9559620012652132,11.02508948596973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6318005333036543,0.0,3.7837129784396124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231728.3,7.23041297664944,8.012147236258262,7.571115102971979,5.542542268336043,3.7451359079335544,7.3539744213877425,4.928963333055224,28.27290818262437,3.8584594881715084,4.512051990394521,35.76745218479869,0.0,31.988369989313902,2.706729682645989,3.6432940988415985,32.942627088931545,1.9729037441567165,28.93035179459369,6.968938503064594,5.586061120737286,5.413544470506585,2.5677302198362795,0.0,4.321462778393836,9.686339926347614,8.285021135000127,4.7450016817549185,8.47323886855337,9.144706404174894,18.280208309073753,7.378544484776314,3.968981229727788,6.605354207963766,4.195191275552734,2.930464819505361,2.09478431024665,2.5669690110859564,1.0567863504207258,4.921165660668242,4.284427070635227,11.110653557734546,6.65633509134052,2.4617925859857634,8.119851302410895,45.79568917863682,0.0,10.432896398482965,10.64617321967525,0.0,50.39870377401985,7.982456116491889,18.220794891201383,8.024987855568009,9.19571132820968,3.564833729199455,9.903343031951072,48.19635211185505,55.11178648285404,8.810339838001504,14.476267040508684,14.84082391359505,11.888307974720444,4.954469108836674,67.217996862241,5.471949665326979,1.232563030771106,0.845178858158509,0.0,8.019228052273016,35.89716525730769,4.973590800912028,18.119008061131723,6.114640969229073,42.07529536849671,25.859941048006633,2.889826022285356,5.6714254453521615,6.546030959372963,2.213185015920531,7.980012021118507,0.0,4.268011724178821,5.564115664677291,4.931036521330663,48.281842438599966,8.320697644790693,2.734807813676872,12.678045493625051,3.516398156930094,25.57597499142504,0.0,14.092076868863604,10.343956597107367,2.2780099735182673,16.660721726573932,0.0
ENSG00000224031.1,3.5866567009848804,2.6698080106957836,0.0,0.0,3.7451359079335544,3.6575352192196546,0.0,1.5568353394798806,0.0,1.7950092754581541,5.618806962056661,0.0,13.748025027820033,0.0,3.0360784157013323,1.6471313544465773,0.9864518720783583,21.99229137895107,0.0,1.4770300336035953,1.8045148235021948,0.0,0.0,0.0,0.0,3.5507233435714833,1.1862504204387296,0.0,0.0,5.225380053189004,8.6083018989057,0.0,1.8744203465047742,0.0,2.197848614629021,4.1895686204933,0.0,0.0,0.0,4.284427070635227,0.9258877964778789,0.0,2.4617925859857634,0.0,18.681366714926032,0.0,1.1592107109425518,2.6615433049188124,0.0,10.927732821773601,0.0,0.0,0.0,1.6312985210721351,0.8831846993066628,0.0,27.7987449888422,24.27626671350002,0.0,1.1577679260779843,0.9893882609063367,3.566492392416133,0.0,10.981910094179838,0.0,1.232563030771106,9.2969674397436,0.0,0.0,6.4380295665747855,2.984154480547217,0.0,2.038213656409691,7.9119240025304265,12.721257099195842,1.1971705396645054,1.2603167656338137,0.0,1.1065925079602654,2.660004007039502,1.8230659577533317,3.414409379343057,2.527202133214617,2.4655182606653314,19.675307487885984,0.0,0.0,0.0,2.6372986176975703,0.0,0.0,0.0,3.447985532369122,1.1300605574469411,1.8511913029526592,4.443213876376771
ENSG00000234405.1,12.522094540148512,19.701047272526328,10.428832498588752,3.837383402976512,0.0,11.7781412143399,1.7004849564590527,4.130416486643979,9.555140522634431,12.225449173290396,18.27320306165257,10.742628608712325,21.138505015275154,10.587403422513734,12.304193552176162,14.352773196376587,11.819074460119642,12.05363656185879,5.75203297957073,11.830493608653038,3.6090296470043897,7.967812376864433,1.1485124717299873,13.609150581717868,10.629520370175918,1.183574447857161,11.956336612644,5.12931146295965,2.0794684711980036,10.257246865074908,19.67611862607017,11.86334112574385,12.37942173645613,7.915916905818644,7.581259011301345,0.0,3.445214675412165,12.573072335526383,17.86752222247122,11.53689099445301,14.434590747090132,4.972218195704997,10.855766766421421,25.61263434437859,16.65275710335221,0.0,8.933712370235183,7.923441034176354,0.0,42.47992218472161,10.945756692430118,14.15519964524226,8.86442164773006,14.245966854670849,15.158098994200254,7.0134237434398505,13.8993724944211,126.4579864626272,23.97987284182452,10.399083089711716,16.674852932837126,16.577175523029936,7.887479695246227,70.08796218092498,5.794079423302946,2.6332106820484675,2.028944818683898,2.62719815473348,5.346152034848678,7.472307063981982,11.695995599240744,14.208380405139112,10.998914264766436,20.821493920499226,39.337943327843305,15.519759725048747,8.894118430916105,17.841992903486137,11.081417374714098,10.770821725204177,11.175758934219475,0.0,19.941709772823234,13.93732817571505,13.988008509993405,22.352856823216616,0.0,15.950715859165022,2.334686183307559,2.526396502338622,0.0,11.890889874915702,15.489764685470368,11.354961487282608,17.41841432687246,7.022245633677695
ENSG00000239407.5,17.03661932967818,10.679232042783134,0.0,0.4263494052566187,22.470815447601325,17.06849768969172,4.928963333055224,173.58714035200668,1.286153162723836,13.462569565936155,194.78530801796427,12.305768903705518,226.07863379081832,19.636637986339615,2.4288627325610657,183.65514602079338,30.580008034429106,176.78418839233743,20.100247399892634,14.770300336035952,5.413544470506585,11.126830952623878,8.759199322445413,11.884022640583048,15.067639885429621,8.285021135000127,10.676253783948566,7.262776173045745,9.0088529024066,33.09407367019703,12.297574141293858,27.7093004154914,36.5511967568431,4.195191275552734,5.128313434134382,7.3317450858632744,14.546157729487087,29.219091188835122,18.45437122750591,33.204309797423015,45.36850202741606,6.5905205059380965,14.77075551591458,24.359553907232687,274.6160907094126,8.212608891373755,30.139478484506345,14.63848817705347,0.0,221.28658964091542,5.853801152094052,7.5026802493182165,0.0,16.31298521072135,11.481401090986616,2.475835757987768,253.89520423142542,206.83379239902018,8.810339838001504,25.47089437371565,24.734706522658417,18.42687736081669,6.1152544845931835,195.32111524648425,2.066126341966304,23.418697584651014,6.761430865268072,4.339105413535734,0.0,192.83588534652708,13.926054242553679,14.741787413034062,17.324816079482375,208.87479366680327,225.59029255907294,17.95755809496758,8.192058976619789,14.401268110620519,12.17251758756292,22.61003405983577,20.05372553528665,17.92564924155105,21.481218132324248,25.47702202687509,230.80649168481636,16.50370721793462,27.34807813676872,38.92792155989023,29.010284794673275,31.57995627923277,5.180548175339553,20.31552370971759,29.30787702513754,22.601211148938823,37.94942171052951,0.0
ENSG00000261101.2,14.346626803939522,9.344328037435243,8.517504490843477,2.1317470262830933,11.235407723800662,18.287676096098274,2.464481666527612,134.66625686500967,10.289225301790689,16.155083479123387,110.50320358711434,0.0,106.92908354971136,11.885333518047661,13.358745029085862,138.3590337735125,31.566459906507465,59.21001525102211,21.013895008978665,14.770300336035952,9.022574117510974,1.7118201465575198,3.1282854723019335,10.803656945984589,13.991379893613221,27.222212300714705,15.421255465703483,12.104626955076244,4.5044264512033,55.73738723401604,11.067816727164471,11.875414463782027,30.927935717328772,19.927158558875487,8.791394458516084,15.710882326849873,9.412219707315174,13.635575888123057,13.533205566837665,23.564348888493754,43.51672643446031,10.709595822149407,9.026572815281133,12.492078926785993,137.3080453547063,4.106304445686877,27.821057062621243,18.630803134431687,14.360933411939442,124.75828304858194,4.257309928795674,9.64630317769485,2.006246963892002,10.603440386968877,14.130955188906604,8.252785859959227,100.07548195983192,64.08934412364005,8.810339838001504,19.682054743325732,22.755930000845744,32.692846930481224,13.453559866105003,100.40603514678709,14.462884393764126,6.16281515385553,8.45178858158509,6.5086581203036005,0.0,156.12221698943856,4.973590800912028,13.513305128614556,14.267495594867837,126.59078404048682,117.03556531260175,4.7886821586580215,1.8904751484507203,11.782855726871334,21.02525765124504,17.95502704751664,12.761461704273323,11.9504328277007,14.531412265984049,31.22989796842753,125.61927088419513,22.39788836719698,16.408846882061233,41.847515676882,26.372986176975704,6.315991255846554,5.180548175339553,0.0,32.75586255750666,5.650302787234706,32.395847801671536,4.443213876376771
