	int__beta	int__p	int__padj	Subject_death__beta	Subject_death__p	Subject_death__padj	counts__beta	counts__p	counts__padj	status
ENSG00000210196.2	1.6013761845570729	0.4190876220893177	0.859428992635271	-0.043540804861448276	0.23521718223980725	0.9167572332199594	0.0017403470441235919	0.1465330462233727	0.435103834726958	PL
ENSG00000198727.2	1.3391233864109615	0.5102053360500312	0.8962854287165665	-0.04724151181432493	0.21199952960851243	0.9167572332199594	2.1243124391896113e-05	0.11950563867509134	0.435103834726958	PL
ENSG00000210194.1	0.7039173691176375	0.6987561045941648	0.9609965173497013	-0.021643984646701815	0.4728329670231758	0.9167572332199594	0.02357294516375014	0.25976747192578586	0.4419496417051217	PL
ENSG00000198695.2	1.585104023935868	0.4264496188664708	0.8619751640490099	-0.04471368606102491	0.2293273279617155	0.9167572332199594	0.00011795488690673378	0.1346105087947802	0.435103834726958	PL
ENSG00000198786.2	0.8033732545404179	0.6958687370653678	0.9609965173497013	-0.03757165959441693	0.2863672995344775	0.9167572332199594	4.19599124803381e-05	0.14891009566363378	0.435103834726958	PL
ENSG00000212907.2	1.8091306993909848	0.3658820072749869	0.8299922352474991	-0.04397807645130514	0.23210893816346378	0.9167572332199594	5.240807111925943e-05	0.18369280211514016	0.435103834726958	PL
ENSG00000198712.1	1.247905044177918	0.5393599196694716	0.9068986676788687	-0.0459609422639962	0.2208547994485054	0.9167572332199594	1.040503068030472e-05	0.12170984235957616	0.435103834726958	PL
ENSG00000198804.2	0.7376263942020457	0.7362940622623724	0.9681714089273886	-0.04290891705291002	0.23885304910056282	0.9167572332199594	4.021172435447684e-06	0.13764997657495603	0.435103834726958	PL
ENSG00000198763.3	1.6399377561725055	0.41259111556245553	0.8554248304079731	-0.04413284482660985	0.23594000956664873	0.9167572332199594	8.366518479587315e-06	0.12717670899661804	0.435103834726958	PL
ENSG00000210112.1	1.496266815033785	0.449623689395356	0.871637757145753	-0.044984379296827276	0.2304690784791822	0.9167572332199594	0.039296671433086704	0.13031557064431598	0.435103834726958	PL
ENSG00000210077.1	0.4792445775199227	0.8109580312612584	0.9751257379276081	-0.08251025327161995	0.11949745433656589	0.9167572332199594	0.09720204715705562	0.11753766849030389	0.435103834726958	PL
ENSG00000210049.1	0.5131456705823129	0.779203287603055	0.9746720053888013	-0.01923027994675026	0.5077171105517541	0.9167572332199594	0.018132126765847766	0.3217368118716979	0.4743175439435647	PL
ENSG00000182484.15_PAR_Y	1.361159264951625	0.5073495459164115	0.8944117159496577	-0.058448185941539124	0.14914659014604936	0.9167572332199594	0.005809134054324633	0.09453570272310097	0.435103834726958	PL
ENSG00000124333.15_PAR_Y	-6.846032578346292	0.42654151070252344	0.8619751640490099	0.03178749490192053	0.5786872455404113	0.9167572332199594	0.00987632276898789	0.34189767438050656	0.4880032205943588	PL
ENSG00000012817.15	9.714567531795625	0.3719712516946778	0.831697547130275	-0.11042324815910216	0.36810392715398976	0.9167572332199594	-0.0028073153960106725	0.4200715666337952	0.5466493283420566	PL
ENSG00000215580.10	3.2394248283742506	0.1953948843183534	0.8108092020741628	-0.026056752787882827	0.40925026747510884	0.9167572332199594	-0.037466538575146036	0.20514051196264937	0.435103834726958	PL
ENSG00000176728.7	6.960234180190957	0.12015575317406135	0.8108092020741628	-0.07571025961334833	0.14605985263749588	0.9167572332199594	-0.013772792927900988	0.15439713991736237	0.435103834726958	PL
ENSG00000099725.14	10.989344092791317	0.2897754194070947	0.813084895261124	-0.1143666202109118	0.28511887449174644	0.9167572332199594	-0.028253077283486625	0.33428915458797437	0.4828985133972684	PL
ENSG00000002586.18_PAR_Y	0.34445726505111834	0.8673735791794497	0.9841482720256444	-0.016039928620054315	0.561972403415498	0.9167572332199594	0.0017093993453977303	0.5520073969699044	0.650206893332758	PL
ENSG00000169100.13_PAR_Y	0.2179896376297751	0.9086869903770151	0.9886726094710201	-0.026329177412432115	0.4098327780912626	0.9167572332199594	0.0005417979740072392	0.22090291579887278	0.435103834726958	PL
ENSG00000198223.16_PAR_Y	2.245912804477379	0.46141885639003066	0.8756674133182525	-0.01625622361918821	0.5755749671825379	0.9167572332199594	-0.006348168527883335	0.636812619590923	0.7194931259788482	PL
ENSG00000178605.13_PAR_Y	0.6959219883964541	0.7277380995642214	0.966522431341401	-0.044427132142654396	0.2352894331171037	0.9167572332199594	0.004146351365650858	0.11664897894954385	0.435103834726958	PL
ENSG00000182378.13_PAR_Y	-3.5305559741047734	0.4541061861868473	0.8730911963794353	-0.017578308430947206	0.5914759566483445	0.9167572332199594	0.014983479241618256	0.2823949437490523	0.4501124531791166	PL
ENSG00000124333.15	-6.862984387916681	0.4257386149892155	0.8619751640490099	0.031888613813174836	0.5777113479240833	0.9167572332199594	0.009895931396139434	0.3412353987722869	0.4875300261910649	PL
ENSG00000185973.10	4.494777450180217	0.1989444099992872	0.8108092020741628	-0.03095030672465	0.3507420070263334	0.9167572332199594	-0.004858000194300745	0.2583956378251061	0.4414959618372432	PL
