gene_id,H_0689_BA9_mRNASeq,H_0709_BA9_mRNASeq,C_0074_BA9_mRNASeq,C_0107_BA9_mRNASeq,H_1106_BA9_mRNASeq,H_0821_BA9_mRNASeq,H_0723_BA9_mRNASeq,C_0103_BA9_mRNASeq,C_0113_CAP_mRNASeq,H_0513_BA9_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_BA9_mRNASeq,H_0656_BA9_mRNASeq,C_0054_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,H_0791_BA9_mRNASeq,H_1104_BA9_mRNASeq,H_0601_BA9_mRNASeq
ENSG00000247679.2,40.4424,28.0,116.729,235.957,141.002,329.98,37.4363,160.657,127.647,103.372,208.399,244.302,173.146,27.0,13.3619,87.544,262.732,85.3863,248.874,22.3428,52.418
ENSG00000235245.1,8.05413,2.0,22.9168,48.7014,29.389,44.7201,19.9071,31.2583,30.9643,26.0228,34.0009,40.531,75.7301,13.0369,6.0,26.5234,47.6505,33.9912,18.2276,11.0121,23.9806
ENSG00000121864.9,230.213,254.292,949.818,1067.38,1081.01,862.293,455.668,981.682,878.2130000000002,1233.02,929.93,704.404,884.623,386.06,254.916,1126.9,1082.92,822.7289999999998,1240.41,273.555,351.154
ENSG00000104142.10,153.0,506.0,1014.25,1101.55,880.846,944.0,583.0,807.0,836.6060000000001,1878.0,780.507,809.198,953.111,591.0,340.0,1097.83,902.532,963.127,1047.13,354.0,495.0
ENSG00000278952.1,3.0,3.01681,8.14366,6.7908800000000005,11.9657,4.28172,4.03938,4.49394,11.7355,15.0167,9.13553,11.4278,4.31365,5.07406,1.0,6.06896,10.755,11.0,8.26034,5.0,2.0
ENSG00000249947.2,4.0,2.0,28.0,58.0,34.0,57.0,7.0,41.0,28.0,15.0,59.0,46.0,52.0,4.0,4.0,25.0,41.0,33.0,57.0,3.0,2.0
ENSG00000113068.9,331.0,1013.0,1398.0,1183.0,1375.0,736.3739999999998,1156.99,959.94,905.0,4435.0,850.865,653.0,802.6560000000002,1110.0,828.0,1622.94,1218.93,1101.83,1005.93,729.0,1132.0
ENSG00000163154.5,8.0,24.0,30.0,72.6799,59.4989,96.3351,38.0,61.0,42.0,132.0,63.4727,72.4214,123.0,12.0,22.0,52.0,50.0,52.0,72.0,22.0,24.0
ENSG00000116459.10,634.4580000000002,1161.86,4979.06,3312.97,4591.37,1593.94,1717.65,2804.05,3492.86,7455.3,2548.41,2065.91,2694.62,1845.59,1204.7,5271.36,3791.1,4455.21,3190.41,986.608,1959.09
ENSG00000199396.1,3.8698,1.125,12.8779,4.17057,5.16825,3.41142,2.8620400000000004,8.17207,6.17478,2.47072,9.17567,6.6484,8.6587,2.0005900000000003,1.12537,8.33554,3.19923,12.9419,3.62011,2.93528,0.996202
ENSG00000236200.5,11.2212,5.10815,39.6992,76.5419,59.7523,70.9874,26.8833,56.8598,66.0338,48.6373,40.8096,76.3519,84.6769,15.9346,8.425930000000001,46.0177,63.0588,58.206,60.8638,5.84154,18.0201
ENSG00000181929.11,293.321,449.181,1391.31,1108.57,1358.5,643.4590000000002,651.444,965.078,953.599,2456.99,739.7180000000002,784.877,985.457,715.2189999999998,412.015,1519.6,1156.13,1162.13,894.4810000000001,347.216,710.9780000000002
ENSG00000227007.1,1.01905,1.03554,37.8472,66.3928,59.3236,74.023,1.00237,51.1961,56.5051,5.16749,61.1583,67.9227,84.7103,3.0059400000000003,1.43,54.5714,104.068,51.6678,66.4519,2.01481,2.10371
ENSG00000157933.9,1124.0,1194.0,999.0,1770.0,1083.0,2694.0,1640.0,1644.0,1484.0,4021.0,1458.0,2049.0,2302.0,1174.0,774.0,1058.0,1205.0,1243.0,1840.0,1117.0,1567.0
ENSG00000272840.1,3.0,1.0,59.5315,112.658,47.6127,149.903,4.0,99.5798,107.613,12.0,96.1188,142.88,148.129,5.0,1.0,54.7731,109.231,53.0171,105.172,1.0,1.19651
ENSG00000085840.12,5.09227,3.15125,28.7962,53.5588,47.2316,52.9838,12.6218,53.2735,27.9431,24.1105,37.2801,28.1482,51.6182,12.1537,10.1282,41.2513,49.4734,49.9612,49.2407,6.41871,4.20021
ENSG00000115085.13,32.9999,9.99999,8.999989999999997,13.0,3.0,24.0,23.0,12.0,5.0,72.0,15.0,13.0,40.0,20.0,11.0,6.0,13.0,8.0,23.0,17.0,20.0
ENSG00000118420.16,23.2343,72.0276,460.279,638.174,599.899,609.961,128.031,513.1569999999998,825.497,459.64,621.894,799.7230000000002,753.2439999999998,98.0245,63.0139,566.211,651.805,586.994,704.8910000000002,106.033,93.0232
ENSG00000148204.11,277.78,320.0,447.124,719.945,489.712,1362.94,432.906,609.45,728.962,595.0,388.023,521.215,1027.7,314.688,218.0,475.585,379.581,706.66,611.717,171.0,509.516
ENSG00000117228.9,63.9405,164.0,111.81,153.984,168.375,241.783,295.0,108.0,295.399,296.798,113.0,592.601,523.297,40.8612,54.0,216.0,219.252,350.297,221.03,181.0,103.0
ENSG00000189292.15,8.0,31.0,45.7441,34.0,46.0,66.0,31.0,25.0,125.0,121.0,67.0,75.0,73.0,31.0,21.0,69.0,44.0,181.0,137.0,11.0,20.0
ENSG00000064999.13,697.0,487.0,1102.0,1528.0,1342.0,1935.0,799.0,1959.01,1413.0,3348.0,1407.0,1737.0,1980.0,631.0,492.0,1337.0,1641.01,946.0,2245.0,602.0,1068.0
ENSG00000005194.14,189.0,433.0,1159.98,1149.93,1084.94,747.7389999999998,682.0010000000002,793.887,665.685,2439.99,859.0,483.876,758.459,668.9989999999998,361.0,1207.0,1053.91,678.0,968.889,347.0,583.0
ENSG00000137948.18,6.0,23.0,20.0942,28.5778,30.1655,28.5703,11.0,34.72,26.9328,40.0,53.768,81.5837,34.7923,6.0,8.01798,44.2883,38.1115,34.0392,44.9138,13.0283,12.0022
ENSG00000225886.3,2.0,10.5167,84.5939,175.372,111.289,218.02,6.0,100.4,143.526,31.3668,158.326,162.865,188.711,8.0,4.0445,95.7018,190.695,104.109,169.021,5.00893,9.08927
ENSG00000125356.6,574.62,1377.24,4107.97,1434.0,2859.0,676.0,1576.96,2180.0,2600.0,8471.52,2019.0,1196.87,1565.92,1395.25,1255.79,3877.0,2454.0,3541.82,2046.66,1039.75,1249.4
ENSG00000223959.8,234.026,261.0,362.246,735.8689999999998,430.215,755.385,381.223,654.911,453.96,1341.94,443.477,518.055,669.576,301.222,377.672,411.408,677.419,388.562,557.928,227.0,382.337
ENSG00000010318.20,40.0,23.6225,149.374,314.672,176.805,215.992,67.3892,240.875,202.65,252.778,118.637,185.697,337.732,77.4727,38.0619,158.811,194.71400000000003,188.065,148.869,32.0945,138.0
ENSG00000253641.5,12.0,6.0,328.0,590.999,380.0,708.0,28.0,634.0,219.0,35.0,454.0,328.0,349.0,10.0,3.0,289.0,687.0,95.9999,641.0,27.0,44.0
ENSG00000162924.13,97.3184,45.8899,781.3789999999998,1024.04,852.96,1236.72,40.5823,890.062,933.911,150.089,1004.33,1040.07,1302.16,63.3328,35.0062,885.327,1122.81,1629.43,1186.27,149.859,139.694
ENSG00000204791.8,4.2289400000000015,4.11642,25.0,23.0,3.0,20.0,7.36753,11.0,7.0,19.5491,5.0,27.0,16.0,4.36805,5.2008199999999984,2.04805,7.0,19.0,16.0,5.51128,3.09296
ENSG00000119280.16,1283.0,1700.0,930.0,3340.0,2444.0,3237.0,2327.0,1289.0,2004.0,4357.0,856.0,1657.0,2744.0,1675.0,1480.0,1778.0,1229.0,2602.0,1263.0,1283.0,1649.0
ENSG00000116754.13,1580.24,1679.47,4947.4,6463.16,6122.77,5877.24,2912.52,5558.02,5511.48,9622.28,6247.96,4403.17,6226.86,2101.97,1873.91,6470.74,6632.01,4287.61,6251.19,2227.91,3701.74
ENSG00000133895.14,283.0,522.0,368.0,541.0,378.0,561.0,734.0,336.0,461.229,2727.0,431.026,444.999,565.0,712.0,503.001,458.136,488.0,402.005,457.999,412.999,693.0
ENSG00000122873.11,190.0,794.0,2163.53,1594.0,1929.0,754.0,926.001,1362.0,1452.0,4327.0,1588.86,982.0,1111.93,899.0,517.0,2451.58,1952.0,1654.0,1677.0,665.0,957.0
ENSG00000110841.13,1040.49,813.654,4432.55,5568.89,4975.63,5309.64,1242.58,4921.83,1696.83,3446.54,5467.13,1432.66,2066.54,842.946,689.309,5202.86,7030.55,1797.72,6228.71,854.082,1598.52
ENSG00000224481.1,3.0,1.0,30.0,52.0,20.0,67.0,10.0,45.0,19.0,24.0,39.0,23.0,40.0,4.0,7.0,30.0,38.0,40.0,35.0,4.0,12.0
ENSG00000031698.12,676.0,2445.0,6990.0,5816.01,6111.0,3730.0,3276.0,4208.0,3793.0,9630.0,4262.01,2439.0,3550.0,3142.0,1512.0,8136.0,5566.0,4380.0,5616.0,1582.0,2938.0
ENSG00000255423.1,13.0,4.0,49.5098,131.829,130.0,168.0,9.0,90.0,66.5983,19.0,95.0,108.314,151.0,4.0,7.0,59.0,92.0,97.0,122.0,12.0,10.0
ENSG00000205659.10,128.024,207.988,570.173,765.975,661.132,407.967,235.607,715.567,560.46,874.9810000000001,610.78,499.849,505.963,224.156,235.141,782.686,808.788,588.548,807.034,141.502,281.819
ENSG00000145476.15,526.827,407.421,1264.81,1695.69,1753.38,1383.18,463.61300000000006,1863.58,1915.28,1405.21,1156.63,1370.15,2009.33,218.259,340.666,1751.76,1838.32,1625.04,1340.17,247.861,574.724
ENSG00000184524.5,1062.0,5580.0,2592.0,3430.0,2030.0,2007.0,5239.0,2609.0,1514.0,24613.0,2255.0,1453.0,1651.0,6018.0,3677.0,3200.0,2703.0,1773.0,2972.0,3429.0,4709.0
ENSG00000215859.8,8.27229,12.43,54.5599,183.868,75.0721,168.672,41.3249,105.082,76.1473,140.014,112.074,86.0439,108.604,40.0849,33.7227,91.9913,186.831,122.629,134.447,25.0934,41.1626
ENSG00000134343.12,60.0,410.0,3450.0,2267.0,3193.0,1506.01,538.0,2042.0,30601.9,1952.0,2302.94,12309.0,13981.0,445.0,239.0,2513.0,3142.39,18759.0,2545.0,414.0,807.0
ENSG00000177112.7,6.0,21.0,82.0,85.9999,87.0,113.0,3.0,42.9999,83.0,51.0,51.0,98.0,118.639,13.0,14.0,74.4139,102.0,52.0,54.0,10.0,20.0
ENSG00000131781.12,104.474,38.1449,614.533,941.919,790.253,1018.78,53.475,719.172,667.7330000000002,212.062,827.6560000000002,834.571,926.855,48.9076,52.7674,617.2230000000002,868.127,583.931,870.705,48.2364,83.1464
ENSG00000149131.15,1009.0,964.999,315.0,450.0,233.0,751.0,1414.0,401.0,357.0,2452.0,364.0,426.999,666.0,569.0,825.0,352.0,520.0,746.0,458.0,607.001,618.0
ENSG00000158859.9,483.811,417.565,865.431,2430.77,1879.39,1327.42,402.169,494.14,996.866,768.706,481.292,784.2689999999999,1516.65,522.849,342.67,1036.57,873.7439999999998,1067.48,467.4380000000001,637.217,622.133
ENSG00000196878.13,34.0,198.0,230.0,179.00099999999995,178.0,167.0,182.0,213.0,155.0,697.0,189.0,97.0,135.0,199.0,117.0,291.0,181.0,336.0,228.0,100.0,180.0
ENSG00000227256.1,4.0,6.035819999999998,6.0129,18.2344,6.00887,16.7985,6.01734,8.18652,6.05052,30.0686,11.0412,19.2793,12.1916,5.14309,8.0378,17.1924,14.0605,16.7343,19.0774,1.0,7.0906
ENSG00000131791.7,284.0,460.0,1054.0,1968.0,1318.0,2228.0,730.0,1030.0,1184.0,1544.0,3179.0,1243.0,1518.0,400.0,309.0,1453.0,1699.0,1131.0,2055.0,483.0,798.0
ENSG00000066651.17,88.0,112.0,1041.64,1500.96,1186.66,1094.38,297.0,1215.54,1063.71,916.219,1002.3,879.2080000000002,1330.63,199.927,174.0,1393.88,1267.31,1109.8,1465.94,174.0,272.0
ENSG00000253953.2,30.985,9.84099,172.672,277.837,206.474,428.326,42.9817,216.686,263.43,35.5128,217.83900000000003,268.232,240.778,8.407589999999999,9.85358,152.833,217.4,230.403,277.244,17.516,19.1043
ENSG00000156194.17,1.0004,13.5682,42.414,69.3918,50.6582,100.862,7.11216,83.3194,86.5726,17.214000000000002,102.116,103.543,83.3759,4.17643,4.28405,32.5435,87.4737,77.021,94.2011,6.61428,2.38581
ENSG00000271425.6,260.779,115.396,1314.64,1016.31,1081.27,1137.64,233.655,1455.19,1167.42,330.769,1782.4,1224.31,1116.02,73.7403,95.2376,950.713,1859.06,1553.14,1643.38,227.94,340.775
ENSG00000204634.12,214.078,123.0,668.6239999999998,1035.46,801.7739999999999,1435.16,287.366,824.382,735.55,843.471,742.93,887.5369999999998,996.438,298.133,139.692,795.423,1067.55,805.3960000000002,942.045,243.974,287.0540000000001
ENSG00000224592.5,7.79795,22.0,36.7711,34.1424,28.7158,26.1493,17.0,31.4464,96.2525,41.3764,43.54600000000001,68.5732,54.0405,22.0,14.0,17.4768,39.3157,50.1679,21.2134,11.0,17.6497
ENSG00000162493.16,107.0,195.999,122.586,108.124,137.50799999999998,212.121,240.132,137.47899999999998,252.547,449.171,126.107,528.7080000000002,399.833,228.318,80.0,201.292,168.62099999999995,654.581,127.981,145.12,96.2492
ENSG00000155561.14,292.999,309.0,1404.0,2012.32,1677.16,2129.0,426.0,1470.08,1691.53,1111.0,1709.15,1721.03,2270.04,288.0,194.0,1909.03,1967.2,1607.0,2366.28,271.0,461.072
ENSG00000161395.13,144.0,381.0,463.001,638.001,405.0,470.0,534.0,476.0,407.0,1992.0,271.0,348.0,499.0,501.992,393.0,434.0,454.0,416.0,308.0,258.0,505.999
ENSG00000241399.6,238.515,71.5113,422.417,346.982,476.664,310.682,108.87,368.333,501.26,338.195,320.809,558.549,725.6669999999998,53.5214,76.9194,507.794,587.384,633.119,495.001,118.127,101.491
ENSG00000143882.10,19.8277,80.2561,117.227,73.7121,57.8869,147.172,127.507,83.7478,61.6149,316.9,118.406,107.093,97.6196,86.2641,44.3084,48.8012,67.1844,78.6095,129.914,109.319,76.8118
ENSG00000110328.5,346.0,399.0,1156.0,1024.0,944.0,1228.0,780.0,971.0,961.0,1712.0,1046.0,861.0,1143.0,502.0,285.0,1106.0,1077.0,1045.0,1140.0,428.0,518.0
ENSG00000233087.7,4.13199,10.1193,60.9589,65.6608,56.4836,50.378,21.1484,49.3628,38.3406,115.212,58.2438,47.6065,36.6175,23.6916,19.4685,68.0271,73.6715,48.1955,50.011,18.1851,34.6329
ENSG00000177614.10,504.0,1836.55,3550.66,5038.82,3670.07,4833.98,2607.84,4196.31,2543.98,7359.97,4770.8,2709.49,2639.5,2590.52,1230.28,4186.9,4684.62,2094.53,5920.62,1452.62,2674.28
ENSG00000101166.15,328.0,347.0,931.0,784.9739999999998,1142.0,479.0,397.0,831.0,1046.0,1330.0,655.0,742.0,851.0,365.0,310.0,1277.0,896.0,1241.0,893.0,276.0,429.0
ENSG00000251249.1,3.13657,5.27796,45.4514,55.2044,43.9563,58.0767,7.50445,47.2464,41.8854,24.428,55.9356,45.6305,66.7439,19.2104,12.3453,52.713,85.8724,65.0172,68.1854,4.12549,11.3114
ENSG00000140505.6,4.24182,6.0634,70.786,134.039,101.501,131.494,11.0045,111.877,91.9674,22.0926,118.848,123.12,115.414,3.14466,3.40553,64.5982,120.305,74.8795,147.66,8.92191,9.06086
ENSG00000124915.10,10.5119,12.7486,16.0129,83.0,36.0049,98.0768,2.0303,44.0,44.9999,23.5129,41.0,30.0,55.0,8.31513,26.6061,21.0,22.0,81.0256,27.0158,7.291289999999999,5.0
ENSG00000135829.16,847.0,1216.0,4963.99,5396.0,5710.0,3931.98,1484.0,3787.0,5170.98,5360.0,4950.99,3936.0,4982.99,1273.0,1032.0,6470.0,5388.0,5572.99,6064.99,1111.0,1939.01
ENSG00000196664.4,30.0686,12.0279,162.52,57.613,271.11400000000003,141.857,24.0437,174.09400000000005,185.725,103.187,259.842,171.93,349.963,51.2433,25.2076,236.05,228.696,189.395,207.97,22.238000000000003,30.0267
ENSG00000094916.14,1202.43,1378.5,8430.41,14608.8,11740.3,10154.5,1703.47,13024.4,14369.2,6419.72,13354.7,11191.2,15001.5,1379.58,1230.13,13522.9,13712.0,11630.3,17503.1,1330.77,2267.39
ENSG00000239305.6,460.241,698.035,2076.08,2947.27,2519.94,1879.07,959.358,1874.48,2220.76,3500.57,1992.92,2091.54,2460.87,965.634,691.16,2675.11,2418.28,2638.81,2285.37,689.492,1088.5
ENSG00000196632.10,100.625,103.483,1302.36,1645.91,1710.6,1041.5,138.535,1563.36,1495.22,597.479,1560.93,1111.3,1498.02,110.0,84.0,1833.07,1853.81,1399.84,2207.78,119.723,194.179
ENSG00000007376.7,189.0,469.0,265.0,233.0,208.0,221.0,445.0,225.0,133.0,1718.0,145.0,112.0,196.0,622.999,331.994,198.0,193.0,139.0,206.001,293.0,369.0
ENSG00000197548.12,287.6690000000001,652.265,1441.7,2144.8,1606.22,1591.93,812.069,1558.67,1089.98,3094.49,1620.75,1219.15,1290.95,698.4860000000001,410.47,1849.18,1708.42,1109.4,1723.16,413.322,705.3810000000002
ENSG00000198483.12,154.0,364.0,199.0,239.0,198.0,241.0,293.0,228.0,193.0,1258.0,150.0,233.0,194.001,208.0,262.0,269.0,267.0,181.0,225.0,259.0,206.0
ENSG00000223774.5,8.18057,18.1402,47.115,111.343,37.6651,57.8627,28.7223,20.822,28.0585,150.781,17.6801,11.7554,33.9002,31.6132,49.8888,25.2961,44.1237,41.175,11.2238,8.9957,43.9202
ENSG00000186141.8,76.0,108.019,621.715,780.954,639.145,623.885,247.109,594.9540000000002,686.41,708.194,460.084,670.7080000000002,722.834,227.0,123.149,766.7460000000002,708.802,771.442,619.716,151.039,223.063
ENSG00000106459.14,191.0,264.0,418.0,706.05,449.171,813.168,339.0080000000001,536.0,547.14,1325.45,507.234,535.148,607.1519999999998,310.0,268.999,502.0,566.528,537.0,701.7539999999998,198.0,307.0
ENSG00000114790.12,374.114,448.845,1020.13,1231.97,1118.28,1165.92,444.172,1242.64,1484.09,1188.64,929.105,1577.78,1638.09,142.81,319.635,1194.45,1305.88,1957.26,1433.11,234.753,383.543
ENSG00000231057.3,11.4546,15.7443,72.4063,157.123,102.124,149.204,12.0764,120.863,158.053,54.8349,126.572,131.24200000000002,169.489,11.5894,20.8106,108.886,119.97,109.35,141.001,5.47013,10.9372
ENSG00000163249.10,131.678,116.624,760.648,852.2819999999998,901.768,607.2719999999998,399.082,782.9060000000002,634.627,1094.0,629.431,563.807,724.6419999999998,302.463,160.211,849.755,879.0110000000002,798.409,775.7460000000002,173.0,325.281
ENSG00000111266.8,373.0,409.0,922.0,2348.0,1539.0,1968.0,408.0,1338.0,1454.0,1269.0,1237.0,1232.0,1813.0,651.0,331.0,1532.0,1708.0,2259.0,1897.0,291.0,520.0
ENSG00000174827.13,8.355739999999999,26.9733,119.874,249.861,157.977,242.233,20.7268,152.061,121.839,54.7264,270.263,96.8825,149.659,12.6504,23.2773,184.286,247.193,134.63299999999998,323.618,7.978860000000001,21.6095
ENSG00000235072.2,19.8635,20.6775,112.185,229.594,155.572,260.42,31.9503,163.641,192.102,81.2853,241.708,336.92800000000005,253.358,29.9477,26.9916,122.032,211.094,159.25799999999995,240.638,33.9599,17.0
ENSG00000107611.14,52.06800000000001,45.0,180.592,266.851,204.479,328.907,30.0299,264.508,499.9,178.00400000000005,248.977,518.307,497.25,17.0135,38.0245,174.389,319.8,316.807,442.964,55.1246,59.2249
ENSG00000114770.16,1006.0,1628.01,3845.54,5540.3,4465.49,5751.76,1924.02,4350.52,5542.59,7586.04,6312.52,7247.14,7299.51,1575.05,1306.0,4460.06,5604.0,3455.12,7283.2,1433.0,2667.0
ENSG00000165660.7,126.0,235.0,967.0,820.0,954.0,486.0,389.0,748.0,648.0,1068.0,665.0,500.0,624.0,308.0,165.0,996.0,903.0,762.0,826.0,201.0,341.0
ENSG00000268154.2,4.84271,5.42603,63.9861,111.207,73.1152,95.2027,7.76248,84.0977,74.1077,43.6729,96.8506,96.7449,90.6134,6.2015,7.20878,63.5198,142.197,77.5563,110.817,11.378,6.35151
ENSG00000109790.16,840.925,332.539,2083.52,2343.35,2877.55,1564.23,567.107,1829.87,1691.13,2115.2,1712.92,1392.74,2587.76,432.519,540.254,3031.78,2264.93,2163.89,2205.68,493.023,789.337
ENSG00000196151.10,75.9999,195.0,371.001,493.0,495.0,483.001,149.0,431.999,562.0,702.0010000000002,652.0,524.999,575.0,122.0,133.0,529.0,504.0,359.0,650.0,152.0,204.0
ENSG00000157741.14,409.018,505.43,2521.54,5353.83,3877.26,4366.04,676.0989999999998,3896.38,3592.32,2187.0,4125.17,3942.32,4516.04,370.358,488.225,3618.73,4357.36,2539.75,5008.98,447.24300000000005,1038.71
ENSG00000242221.8,4.0,4.10184,54.2793,98.2405,63.7549,97.7624,3.0,72.2965,66.6825,9.04094,65.0362,62.0785,77.4572,6.00199,3.02358,41.464,109.104,36.0233,53.2808,1.00201,8.015839999999999
ENSG00000206190.11,555.0,115.0,268.0,688.0,347.0,398.0,207.0,362.0,342.0,1038.0,204.0,269.0,900.0,278.0,149.0,284.0,338.0,376.0,297.0,206.0,413.0
ENSG00000166171.12,102.252,254.999,569.141,414.227,494.585,281.0,467.0,441.0,671.0,1397.93,343.3780000000001,439.0,386.819,292.228,239.0,621.591,468.0,616.0,423.0,168.15200000000004,252.511
ENSG00000185104.19,293.26,570.5,1819.81,2790.92,2299.9,1683.15,719.319,2112.76,1663.16,2594.8,1808.66,1555.12,1969.67,769.7310000000001,434.642,2502.45,2480.33,1833.3,2143.48,443.886,767.33
ENSG00000133704.9,580.0,480.0,1986.68,2325.04,2554.99,2181.04,605.252,2203.74,2284.64,2302.14,2428.52,1853.2,2630.31,427.405,499.004,2708.68,2632.07,1856.17,2914.55,459.324,854.15
ENSG00000164054.15,830.0,1744.0,1702.0,1499.0,1398.0,1551.0,2057.0,1371.0,1346.0,6172.0,977.06,1132.0,1610.0,1500.0,1121.0,1497.0,1435.0,1264.0,1299.16,1092.0,1421.0
ENSG00000228594.3,225.0,354.0,181.0,224.0,173.0,150.0,580.0,247.0,98.0,2001.0,71.0,139.0,137.0,595.0,343.0,197.0,186.0,133.0,199.0,237.0,393.0
ENSG00000267419.2,8.39874,24.6964,28.8216,105.86,33.5595,88.6893,18.6066,35.8492,63.3895,64.9973,69.5107,49.8037,70.7639,8.89799,20.2684,30.1318,49.7023,37.8291,67.1443,4.37599,24.2801
ENSG00000140548.9,190.99400000000003,107.987,882.128,1101.01,796.298,972.834,233.026,923.815,1075.58,432.33,306.824,786.5830000000002,1425.11,132.588,125.236,621.252,625.8430000000002,1086.52,452.987,152.967,418.909
ENSG00000205086.6,1.47488,7.15113,122.01,212.405,148.289,201.253,4.4029,175.537,207.409,27.3667,199.275,169.37900000000005,200.041,5.00747,4.15364,139.45600000000002,217.448,143.599,201.15,5.21186,4.78102
ENSG00000227477.1,7.36783,9.11944,62.2217,88.3292,59.6502,68.9953,5.00087,64.9959,64.7342,25.4499,67.0638,62.5072,91.8793,11.0,7.0,52.3952,79.7098,45.062,95.214,5.22063,3.1206400000000003
ENSG00000118705.16,584.98,1043.0,1759.0,1685.0,2098.0,1616.0,1113.0,1541.0,1871.0,3558.99,1553.0,1626.0,2254.0,915.999,693.0,2203.99,1888.0,2209.95,1907.0,713.0,979.956
ENSG00000276115.1,8.91451,8.01472,112.364,205.344,179.773,179.308,17.7743,145.636,98.262,37.76,163.493,106.141,140.174,16.6814,12.3377,132.528,183.86,68.0083,162.94,19.0,15.7251
ENSG00000215784.5,4.9607800000000015,9.00799,10.5511,24.1522,23.5218,12.7026,5.46255,24.6419,9.37316,25.8209,21.9876,18.8162,32.7804,14.9571,3.0805700000000003,31.3239,36.3907,37.0577,14.6094,6.39123,10.0616
ENSG00000059588.9,243.32,410.004,3313.43,6265.5,3673.22,3008.66,1374.16,4574.45,4135.68,5262.76,1908.31,1897.24,5345.34,1351.68,1010.08,3832.63,5326.74,3109.16,2370.03,523.0,1985.02
ENSG00000136560.13,205.0,285.0,965.0,1073.0,1222.0,831.0,359.0,861.0,1634.0,1246.91,864.0,1584.0,1616.0,251.0,231.0,1155.0,1012.0,1772.0,1107.0,247.0,409.0
ENSG00000169562.9,107.0,259.0,103.0,400.0,542.0,118.0,175.0,39.0,203.0,656.0,29.0001,55.0,155.0,589.0,444.0,271.0,92.0,265.0,20.0,93.0,473.0
ENSG00000227741.1,7.01403,6.00805,34.0053,56.0,28.0039,89.0139,15.0281,42.0,35.0,31.007,67.0,35.0,55.0,12.0104,8.006860000000001,21.0,31.0,65.0366,71.0,8.01905,20.0123
ENSG00000072401.14,134.0,327.0,762.0,774.0,875.9989999999998,504.0,315.0,632.0,656.0010000000002,1260.0,756.0,667.9989999999998,578.0,306.0,223.0,841.0,691.0,620.001,955.0,220.0,385.999
ENSG00000185033.14,460.056,803.044,558.013,877.212,485.3730000000001,1587.12,1063.13,627.636,592.056,2081.87,640.109,726.752,852.138,503.0,426.0,462.207,534.0509999999998,698.387,754.2439999999998,399.0,500.03
ENSG00000121966.6,94.0001,90.0,71.0,59.0,158.0,39.0001,130.0,140.0,284.0,540.0,86.0,445.0,92.0,81.0,131.0,151.0,202.0,281.0,250.0,469.0,81.0
ENSG00000125820.5,130.0,184.0,79.0,160.0,81.0,147.0,105.0,60.0,48.0,464.0,38.0,31.0,104.0,126.0,187.0,70.0,46.0,61.0,51.0,66.0,210.0
ENSG00000264809.2,13.0,32.9184,13.9924,28.4316,27.6134,30.0927,10.2524,17.9711,18.4413,75.5359,16.9518,33.848,17.2285,10.3881,29.0,16.5488,31.9938,13.5686,42.529,25.3455,9.0
ENSG00000138018.17,341.0,716.823,5595.91,5701.81,6640.36,3865.58,969.69,4242.5,5588.92,3384.77,6738.2,3389.8,4220.34,780.7919999999998,558.0,6734.42,5935.56,4385.96,6720.17,738.0,1494.85
ENSG00000143499.13,192.0,581.001,1592.0,1734.0,1651.0,1034.0,936.0,894.0,310.0,4262.0,1274.0,184.0,396.999,1239.0,456.0,1919.0,1317.0,252.0,1403.0,821.0010000000002,927.999
ENSG00000135617.3,145.0,409.0,286.99,317.982,303.0,234.0,337.0,234.0,236.0,1446.0,210.987,213.0,282.0,319.0,306.0,305.0,186.0,287.966,341.843,210.0,287.999
ENSG00000153060.7,5.0,4.0,4.0,21.0,9.0,41.0001,6.00001,21.0,3.0,38.0,16.0,20.0,24.0,8.0,3.0,6.0,11.0,9.0,14.0,11.0,6.0
ENSG00000272402.1,4.0,7.0,14.0,22.0,16.0,20.0,5.0,19.0,26.0,31.0,20.0,24.7027,37.0,5.0,2.0,29.0,32.0,20.9812,30.0,7.0,2.0
ENSG00000143125.5,1.35496,4.0,2.0,6.0,2.0,4.0,8.16498,5.0,4.0,39.0,1.0,3.0,3.0,5.43084,5.0,1.0,3.0,1.0,6.0,6.0,6.0
ENSG00000185477.4,93.474,91.2677,997.489,1424.08,1104.27,1209.7,184.87,960.282,5069.7,641.061,1471.07,4219.05,3909.72,211.312,94.3811,1706.73,1505.97,3281.06,1517.98,201.299,263.806
ENSG00000228063.1,5.0,4.0,34.0,35.0,73.2051,22.0,16.0,30.0,24.0,13.0,33.0,20.0,30.0,4.0,3.0,55.0,43.0,50.0,24.0,5.0,8.0
ENSG00000213096.10,167.99900000000005,105.523,1411.41,2165.28,1585.81,1785.68,241.532,1709.3,1801.5,687.628,1563.72,1446.75,1900.31,162.908,102.0,1948.06,1809.78,1554.75,1666.79,148.937,276.31
ENSG00000112130.16,207.016,541.043,1115.95,1199.65,1163.13,886.905,461.003,933.897,1014.57,1755.03,1365.84,798.4689999999998,800.827,455.057,350.0,1157.22,1277.9,864.952,1594.39,339.036,570.2330000000002
