H_1106_BA9_mRNASeq,H_1104_CAP_mRNASeq,H_1105_BA9_mRNASeq,H_1105_CAP_mRNASeq,H_1104_BA9_mRNASeq
4098.14,3366.75,1715.75,3873.89,1170.24
390.19,331.421,5.48056,201.028,13.6873
38.0468,30.762,96.3456,6.12525,41.0919
390.19,331.421,5.48153,201.028,13.6879
15.9697,36.9845,1.02752,29.1685,8.41743
63.0,90.0,13.0,112.0,9.0
13275.9,14791.0,2405.09,11405.8,2334.09
26.0,10.0,1.0,8.0,1.0
79.4173,84.0471,9.98316,71.9996,8.99733
58.0,74.6717,4.0,58.9019,2.0
1943.11,2175.51,672.4780000000002,2024.08,508.639
901.87,603.67,271.954,673.697,175.847
96.0,127.0,1.0,102.0,3.0
37.1475,42.762,1.02594,26.0664,1.4774
57.0233,46.5548,20.8125,50.6311,17.9404
3950.08,3120.75,1021.76,3492.46,984.716
19.0,20.0,2.0,30.0,1.0
2463.07,2062.56,1162.31,2379.97,818.434
19.1632,71.9995,4.06355,73.0247,4.1316
24.9622,24.5395,1.0,16.0571,1.0
989.515,715.4810000000001,863.0010000000002,1685.47,413.0
51.8445,67.2487,2.00583,43.0857,4.16876
52.7135,40.3394,10.6627,87.3878,17.1459
13.5379,18.4048,3.57568,13.4426,1.57382
1522.1,1837.91,631.51,1585.09,559.515
57.7048,87.5258,18.427,54.1158,33.9263
359.19,607.614,56.8617,411.543,127.835
236.45,298.758,156.727,254.962,91.9613
1444.35,655.5319999999998,1274.0,1222.16,711.0
842.8919999999998,861.291,7.84261,675.0,15.0402
124.244,99.6224,16.5357,65.8037,6.72165
55.0078,79.5378,6.5587399999999985,52.8588,5.08565
12408.2,7138.79,716.8539999999998,11582.4,676.48
630.6469999999998,1775.79,603.379,2049.77,373.095
336.032,488.241,133.282,437.407,39.1755
259.992,198.841,135.207,258.655,71.0733
101.0,65.0,131.0,86.0,88.0
420.80800000000005,422.212,194.592,307.67,155.207
111.67,223.741,2.1493900000000004,106.872,7.08932
37.0,25.3385,2.27773,26.6262,2.81143
204.307,11.0,112.743,222.916,10.3356
118.018,164.68099999999995,17.0378,76.3518,17.1969
108.308,177.06400000000005,68.5318,205.454,51.3333
279.387,238.188,139.005,413.226,109.348
814.2,719.7719999999998,1035.93,670.8560000000001,720.94
1246.0,1184.0,504.0,1040.0,401.0
31.0,31.0,4.0,24.0,5.0
3828.48,2180.63,1578.77,2651.57,1276.0
5.77113,5.91594,13.072,7.40975,5.28131
14.3038,16.3078,6.77133,5.0,3.0
372.281,478.42800000000005,213.7,281.968,113.675
427.0,324.0,605.0,340.0,423.0
67.0204,83.8012,3.4439900000000003,51.9601,8.96674
537.131,501.339,14.8348,550.5830000000002,20.0133
2666.03,2734.25,4007.99,2830.59,2700.0
68.9419,89.4978,1.21546,63.5895,2.24386
122.0,97.0,440.0,292.0,257.0
497.084,876.363,930.996,925.188,398.28
31.711,77.5815,18.2634,28.2664,17.4911
140.791,182.96400000000003,207.101,209.899,146.509
296.168,487.025,155.511,249.166,127.492
1039.26,2137.88,485.048,1342.04,439.013
75.9774,52.8384,8.14401,76.5699,4.40634
20.3921,27.9536,5.13489,22.1269,4.11735
2748.98,4311.84,847.433,2502.22,891.007
1595.95,1265.45,1600.76,1448.44,928.458
364.177,388.254,266.69,459.267,118.454
506.0,385.0,128.0,419.0,84.0
412.706,273.094,110.429,209.998,65.9932
47.022,73.9555,5.66746,56.9361,5.14312
17.5902,192.996,28.5714,162.10399999999996,47.0068
4254.0,3742.0,6514.0,14970.1,5746.0
50.0,62.0,7.0,133.0,5.0
774.512,745.8480000000002,285.189,767.023,162.47
25.0,29.0,9.0,25.0,5.0
60.8687,109.885,19.4333,78.6962,9.00681
104.438,142.42600000000004,13.1947,79.7178,15.5034
12.0,16.0,5.0,5.0,1.0
38.2687,56.0889,4.03161,46.3668,2.00462
198.815,210.583,416.072,156.232,310.033
122.0,117.0,260.54200000000003,114.818,174.81799999999996
233.134,337.625,193.694,279.22,92.2553
14.532,29.0165,3.00597,15.1365,1.0
79.9175,60.2099,132.322,73.0498,95.3027
675.32,805.539,430.338,651.363,296.209
86.2332,159.71200000000005,114.348,98.4527,119.827
28.2402,44.8026,17.0,34.0797,8.0
649.0,470.545,1545.06,909.035,964.223
745.4760000000001,991.723,968.411,436.638,1202.16
12.0,39.0,264.0,342.0,40.0
33.263000000000005,50.3228,11.3483,35.6256,5.0
597.808,1041.6,1618.47,891.2869999999998,841.033
9.0,2.0,9.0,12.0,1.0
3249.95,1773.0,2126.97,3905.98,1229.93
126.362,149.584,54.6203,162.659,25.1411
52.79600000000001,75.5657,3.01088,69.8839,5.01389
261.928,790.503,90.7927,316.043,72.2124
27.2824,84.2623,1.00235,36.1684,4.1180900000000005
50.0014,153.754,3.0,57.4728,4.0
12.8413,25.9219,4.98172,17.7526,2.72609
123.105,201.364,7.26043,106.791,11.0
364.728,441.0,453.261,319.882,245.33
35.9614,54.8956,16.0446,44.9812,14.0
2187.38,1359.65,905.3,1278.09,648.995
31.0,38.0,2.0,59.0,3.0
9.0,9.0,11.0,15.0,7.0
322.985,478.3130000000001,165.641,249.177,120.415
218.0,227.0,406.0,190.0,292.0
61.9725,162.757,46.9232,24.0,90.3021
156.10399999999996,259.531,305.806,104.232,257.92
371.598,599.118,406.0,491.0,375.0
2.63453,11.9143,47.3369,8.40707,29.8643
531.7909999999998,626.47,1029.91,515.852,884.74
5590.0,2872.53,2901.98,7245.94,1952.95
520.0,640.0,699.0010000000002,370.0,848.0
1600.0,1205.0,2667.0,1107.0,1597.0
34.3215,62.8745,5.25865,54.7067,4.2565
31.3218,70.832,13.7499,21.0,28.2032
216.348,238.281,319.0,336.0,182.0
202.0,245.0,567.115,205.0,372.395
273.96,308.0,433.0,249.0,229.0
7.14853,11.0232,24.2749,8.929689999999997,6.73965
324.925,446.865,631.286,383.915,299.261
35.0,85.0,116.0,197.0,50.0
832.0,578.0,1416.0,1222.0,821.0
122.37,143.014,6.01865,119.872,8.0
32.0,25.0,1.0,17.0,1.0
152.0,185.0,160.0,226.0,120.0
11.3446,12.0744,1.00032,9.17959,3.0
37.0001,33.0,10.0,54.0,2.0
497.198,280.145,340.968,280.23900000000003,291.374
361.96,306.276,909.024,392.586,582.5
429.453,721.1410000000002,653.946,300.488,565.2180000000002
494.0,364.0,950.0,489.0,575.999
37.1929,71.6672,1.44808,38.9131,2.0
532.686,283.445,296.0,260.135,152.976
2814.7,1743.66,546.539,1673.75,637.586
12.5145,42.598,4.12798,28.0298,4.64679
998.965,1006.24,846.6060000000001,1036.25,642.344
541.999,1006.0,341.0,534.001,518.0
238.0,325.0,587.0,320.0,388.0
19.7289,43.8542,4.22886,12.0,12.6743
33.0,148.0,37.129,27.0,39.7909
1133.86,842.707,1909.83,1045.48,1243.82
328.842,276.645,884.077,442.727,468.89
63.4978,165.263,41.4575,68.0395,45.0339
714.931,805.363,36.0,817.395,24.0041
1414.0,2256.0,697.0,2053.0,673.0
439.724,316.931,565.8009999999998,454.809,394.007
7.0,7.0,6.0,26.0,3.0
1181.0,749.0,1680.0,1203.0,889.0
1218.54,4960.19,2554.06,1694.05,2197.35
27.0,48.0,2.0,47.0,3.0
318.969,347.776,322.546,424.846,152.5
286.0,323.427,499.4,350.146,187.246
2.0,6.0,24.0,5.0,13.0
3.0,6.0,29.0,20.0,12.0
91.0001,226.0,186.0,114.0,98.9999
235.0,59.0,796.0,80.0,389.0
554.805,605.357,1442.56,698.105,821.034
91.0,23.0,18.0,18.0,9.0
30.7304,64.8189,13.5726,56.4304,19.9773
1374.58,945.114,2701.73,1153.23,1728.59
175.0,76.0,686.0010000000002,64.9999,497.0
685.0,592.0,1827.0,578.0,1002.0
62.0664,118.468,49.8612,101.514,21.6569
274.91,392.722,254.142,260.056,272.817
233.812,383.17800000000005,438.554,244.165,351.031
45.0,92.0,45.0,20.0,81.0
816.0,665.0010000000002,1228.0,510.0,729.0
372.635,572.232,299.257,740.7489999999998,377.73
15.0,4.0,10.0,8.0,5.0
1622.85,2319.27,1778.0,1323.7,1336.03
70.3719,129.83,19.4124,73.3026,14.9706
436.0,603.0,485.0,372.0,324.0
439.0,331.0,960.001,130.0,1005.0
42.8034,28.6068,0.5166890000000001,20.7638,3.86335
662.209,747.837,1607.06,417.607,1597.29
47.3829,61.3369,22.2954,31.283,23.1072
465.959,411.901,536.645,366.891,333.661
4.0,8.0,20.0,3.0,19.0
285.248,628.168,1678.14,1976.09,266.847
281.247,199.883,652.847,328.73,306.732
35.8847,52.883,22.2557,39.5072,22.4243
14.8895,49.3688,3.48192,26.1524,4.0
6.81963,3.2166900000000003,17.8427,9.04727,23.0234
319.0,202.0,523.0,376.0,184.0
1294.34,2010.79,112.258,1636.55,171.30900000000003
15.1544,17.9392,3.0,12.8928,6.0
852.8,1128.48,548.629,620.044,497.357
1463.36,894.0880000000002,281.216,826.3560000000001,226.467
76.4015,107.069,79.7333,63.9031,34.7198
717.773,356.885,595.058,574.011,311.0
1183.08,921.396,472.73,1002.43,306.561
24.0966,29.044,9.60942,17.8041,9.53024
18.0,30.0,9.0,12.0,16.0
430.753,48.7151,166.02,146.0,123.124
67.9758,10.5728,10.741,22.699,2.0
78.6723,56.4843,41.367,63.8238,10.9447
635.0,496.0,167.0,483.0,169.0
1102.42,945.923,150.619,857.317,110.165
158.10399999999996,192.402,30.8954,124.258,32.0
143.52700000000004,159.162,17.0,111.855,19.0
11060.6,16134.7,96733.8,14147.7,103061.0
56.0258,74.5822,3.0512900000000003,62.2112,6.01135
274.501,331.99,78.0,374.094,94.1689
4594.71,4859.67,1347.95,3617.51,2101.63
13.0523,41.0682,13.0,27.0,3.02772
4.0,44.0,7.0,59.0,16.0
1213.0,633.0,222.0,825.0,223.0
85.9235,112.593,10.8619,117.153,4.61232
174.54,169.233,10.2788,112.521,7.36419
729.415,372.54,190.0,1033.54,66.0
42.0,2.0,6.0,12.2613,3.0
198.727,189.031,8.0,160.716,6.0
612.183,489.466,327.247,666.747,212.509
32.23,36.338,3.0,14.149,3.0
260.0,129.004,229.0,128.0,177.0
33.4294,50.6061,2.00431,16.5117,1.0
84.4826,43.8134,4.43084,34.5139,8.40686
905.728,257.0,1265.61,607.499,689.322
30.8713,22.7076,6.03643,27.3057,7.30006
100.0,27.0,9.0,5.0,12.0
317.328,151.319,74.2506,99.398,61.4337
22.3427,53.9557,5.0,23.7408,4.15036
251.715,259.588,1.18287,189.228,3.01556
188.461,137.836,6.1695,157.726,10.0
607.971,1025.44,20.374,559.924,42.8405
344.0,84.0,77.0,149.0,65.0
67.8003,63.1461,8.02261,69.7114,7.966360000000001
439.041,351.81,459.0,328.331,214.0
32.0,122.0,10.0,28.0,37.0
372.652,345.744,230.91,378.783,202.642
542.001,563.0,787.0,410.001,701.0010000000002
1062.18,644.0,678.2710000000002,648.5459999999998,476.422
48.482,49.8508,4.00911,46.1372,6.0
90.8581,82.6589,1.72596,63.8009,2.13286
20.2255,31.1867,19.3676,17.6433,14.4458
418.562,397.237,179.108,180.09599999999998,212.927
3673.35,3294.89,1889.19,2651.17,1681.48
133.0,197.0,268.0,170.0,208.0
797.0,770.0,1214.0,765.0,744.0
320.094,466.49300000000005,260.392,225.961,382.66
66.1896,78.7966,2.25834,54.319,2.00585
24.0,123.0,2.0,64.0,2.0
944.538,1787.93,570.2819999999998,1094.05,377.095
50.0,29.0,6.0,18.0,2.0
1290.0,106.0,716.0,405.0,378.0
523.755,977.222,79.7952,547.808,103.132
39.0,60.0,5.0,38.0,4.0
48.3464,81.1242,23.3676,153.555,11.9255
2269.08,1377.42,1290.43,3154.26,750.966
32.0,67.0,1.0,29.0,1.0
493.947,327.349,214.218,443.038,158.023
22.0,42.0,34.0,41.0,26.0
17.8839,12.4566,11.0784,9.48664,6.0
46.0,49.0,197.0,42.0,177.0
205.387,786.502,58.8143,650.491,44.5181
78.1775,152.907,7.02256,90.1473,4.0
348.471,381.69,87.0153,337.153,114.345
914.223,1137.5,149.41899999999995,785.595,140.47299999999998
91.7867,150.819,27.0,153.886,54.0
94.0,142.0,72.9202,125.0,127.708
1212.17,602.465,431.0,635.0,263.0
8.0,3.0,10.0,17.0,2.0
12.0,10.0,8.0,92.0,1.0
1056.73,1098.77,677.195,944.501,716.125
224.384,175.484,65.8043,261.048,84.9734
6410.4,4295.35,1375.88,6429.06,933.503
3225.7,2202.45,1344.66,1965.05,1073.79
1019.73,355.403,442.023,480.094,545.896
85.0,31.0,49.0001,63.0,61.0
121.674,119.029,127.12,231.843,82.1042
932.028,764.431,1819.77,973.638,1073.55
191.132,182.268,14.2393,152.504,14.9909
841.311,601.943,523.054,841.0010000000002,291.425
606.433,508.55300000000005,283.052,458.04,180.0
373.0,288.0,692.0,382.0,365.0
411.0,722.0,445.0,1084.0,201.0
25.0,78.0,16.0,90.0,6.0
27.3831,51.0,41.7841,56.8456,12.1469
2971.53,4044.35,675.445,5182.07,541.793
555.974,576.937,1553.68,572.374,948.264
3144.92,4277.93,1610.85,4051.89,1245.96
1430.42,1710.61,583.0,1189.03,532.0
38.439,79.9804,1.23407,53.7451,1.0
180.935,321.688,43.4221,216.458,32.8252
78.7979,140.54399999999998,6.0,85.3202,9.50935
34.7232,34.6055,6.62276,17.7373,10.4885
174.442,146.326,78.1622,161.471,91.5059
12.0,14.0,5.0,14.4448,4.0142
13.0,9.0,9.0,4.0,8.0
1337.21,1936.54,3086.1,1223.15,2059.26
158.015,113.425,127.728,117.079,145.852
3202.0,715.0,4486.0,2237.0,702.0
276.791,492.61800000000005,15.0068,159.628,10.9424
46.7393,36.7806,9.14331,33.2094,5.9164
127.468,205.038,9.16562,128.19,4.2983699999999985
2625.77,1526.53,1325.45,1920.83,707.182
6286.77,2673.77,1546.12,3822.29,1079.13
868.9730000000002,1134.13,288.118,709.038,227.299
2702.93,1330.63,216.999,1939.18,122.364
354.656,368.419,0.102692,261.742,3.9947
431.829,364.696,215.636,406.507,203.865
250.656,327.9430000000001,285.051,356.733,268.369
45.7454,121.177,3.89864,61.65600000000001,11.1345
126.169,115.011,99.0343,158.548,123.378
48.7418,34.8105,5.0,113.632,1.0
13.4209,23.4933,7.01311,37.2437,3.0003
1731.0,1909.0,602.0,1606.0,595.001
3188.26,2554.36,2266.04,1885.05,1440.7
6.0,7.0,6.0,8.0,5.0
1446.65,1011.99,832.314,880.5980000000002,583.115
24.0,15.0,2.0,31.0,1.0
5761.81,5013.36,3294.0,10824.6,2590.84
539.696,587.122,191.824,297.779,231.238
2577.66,1814.21,5556.2,10595.3,1939.81
40.1924,75.1297,31.0409,53.4304,37.0602
183.607,269.962,33.043,180.36900000000003,29.0
661.5319999999998,382.962,141.834,575.81,112.702
30.0,14.0615,1.0,17.0,2.0
225.0,90.0,214.0,182.0,105.0
15.1272,19.3234,3.77883,6.06594,1.0259200000000002
25.0748,32.3788,3.0,50.0454,6.0
46.0,83.0,2.0,37.0,2.0
39.9999,86.0,4.0,55.0,3.0
234.954,127.695,161.795,295.637,104.359
1138.15,1175.78,490.36,1579.7,389.016
622.999,671.0,246.0,656.0,182.0
37.0576,121.0,1.0,23.0633,1.00757
14706.6,17506.8,5347.99,15974.2,4410.57
11.2199,32.8191,3.0,15.1464,1.00423
222.728,260.435,115.586,283.789,121.0
183.099,207.717,6.1765,144.43,8.32258
534.0,199.0,2273.99,453.0,872.9760000000001
1009.28,979.427,242.989,1256.64,360.0180000000001
12.0,81.3991,52.0,348.0,29.0
329.16,457.135,144.93200000000004,385.314,60.0117
71.3121,99.9333,46.1335,60.6247,34.676
17.5673,13.6346,11.8044,22.064,9.99065
399.0,149.0,57.0,206.0,38.0
62.0,117.0,15.0798,63.0,17.2925
43.2065,24.4531,6.4223300000000005,19.6998,7.760439999999999
4526.35,550.389,2091.59,745.7589999999999,1299.28
855.9989999999998,454.001,320.0,613.0,576.999
25.0,55.0,2.0,45.0,1.0
29.0,9.0,21.0,18.0,7.0
244.613,235.511,306.539,201.054,194.476
10142.5,4938.78,7159.63,9290.46,4929.13
28.21,59.0,15.0,32.0,31.0
25.1288,57.6935,6.02492,35.4922,4.0555900000000005
44.0361,198.204,7.0,183.099,5.0
71.1266,110.526,26.562,69.863,20.6297
2243.71,829.1469999999998,1093.02,1600.79,581.0740000000002
418.815,426.735,41.1725,414.112,28.1224
59.0,189.0,82.9638,387.0,55.0
25.0,20.0,3.0,16.0,2.0
68.544,108.228,10.2181,51.0779,6.0
1353.0,905.0,678.0,1923.0,364.0
2051.86,2101.81,476.413,3249.11,496.426
38.2279,41.0759,1.07795,36.0249,1.18442
3641.69,2427.17,1999.28,3362.39,1446.01
16.2223,38.584,2.0,21.3996,10.0
61.0,16.0,7.0,23.0,3.0
21.0,9.0,5.0,11.0,3.0
32.0,17.0,1.0,22.0,3.0
14.0,31.0,3.24808,23.0,1.08
2145.4,1487.63,369.735,1791.45,284.814
7964.38,5117.28,4017.13,7661.78,3204.72
45.3388,120.577,37.0,86.1714,42.0
1478.87,1032.66,554.465,1638.56,526.094
196.358,154.846,181.862,139.282,137.537
106.29,161.57,9.60519,142.762,11.4497
27.254,27.1873,18.671,36.2381,13.0428
12.0,2.0,16.0,10.0,4.0
34.4246,70.4513,15.1075,40.1287,10.3472
544.0,537.244,465.156,663.992,236.0
445.0,637.931,145.80100000000004,480.0,300.0
15.1625,31.1723,9.33065,25.0,3.37571
666.1030000000002,432.775,777.855,731.893,637.599
18.7648,30.8154,1.01396,38.3322,1.0256
740.444,469.878,270.081,701.6510000000002,174.114
21.9787,43.2768,24.2614,61.9476,12.8851
8.0,23.0,7.0,32.0,4.0
1430.41,1293.3,477.275,1655.81,359.69699999999995
2684.81,4220.0,368.861,3871.0,653.999
14.0,11.0,16.4268,33.8134,5.03647
1372.33,1900.27,1805.84,1265.63,1447.8
32.1666,179.94400000000005,10.1702,44.647,23.8788
112.0,136.312,70.9999,118.0,53.0001
6855.02,3227.36,7307.05,3676.01,4223.05
1153.72,757.288,887.04,1169.05,444.606
586.0,631.0,297.0,497.001,297.0
1379.0,1083.0,1568.0,783.0,1102.0
237.0,34.3568,278.341,75.8511,48.8478
735.28,787.0369999999998,342.0,1208.63,303.256
25.7174,47.0776,11.4988,52.6219,27.032
1276.87,1688.75,657.393,1425.64,631.962
168.60299999999995,257.584,86.1333,210.975,57.0063
47.5911,25.3044,10.1662,40.2548,4.32426
1190.0,470.0,1168.0,690.0,657.0010000000002
1440.0,158.0,1021.0,358.0,721.0
37.1715,42.42,1.61504,21.5122,6.66268
295.971,229.674,20.7049,208.234,17.8292
210.508,207.062,54.8015,214.251,54.632
22.0,14.0,21.0,12.0,11.0
465.054,729.548,571.0,622.938,204.0
21.3438,10.0,7.014939999999998,13.0,2.00593
168.408,495.068,36.1059,1131.72,13.5362
338.894,678.066,461.6,463.483,363.947
12.0,50.0,34.0,48.0001,6.0
27.6512,204.863,7.0,100.413,7.337999999999999
10.0,10.0,12.0,15.0,5.0
3.0,3.0,50.0,26.0,2.0
88.0,57.0,74.0,57.0,44.0
108.071,137.835,18.9819,56.201,26.1251
4179.12,2882.55,828.0,3829.99,792.0010000000002
726.4060000000002,694.284,421.206,855.466,311.17
745.0,339.0,284.0,711.0,215.0
44.0196,17.0249,1.06004,20.8705,2.0
74.0001,75.0,9.43594,99.3274,4.4884900000000005
62.325,89.9316,8.62277,66.7996,4.0789
110.7,197.211,28.0538,61.3879,50.9742
302.1040000000001,233.30900000000003,161.092,244.99,103.0
753.87,227.323,411.586,223.639,286.791
94.509,148.89700000000005,9.08976,65.8146,21.4774
2296.1,1971.97,1251.74,1760.18,977.564
458.357,346.952,62.1779,415.679,30.3796
8654.9,10381.0,643.9159999999998,7871.81,612.906
12.0,56.0,115.0,66.0,45.0
16.2095,39.6622,5.54022,26.7166,1.6643599999999998
47.0,34.0,14.0,32.0544,6.08116
145.0,17.3587,24.0,35.753,8.0
185.0,297.962,135.679,261.31,159.0
1931.35,2798.77,416.346,2678.05,335.019
15.039,55.7999,26.5163,56.8467,3.09693
1800.12,1695.26,2089.84,2003.93,970.344
750.316,305.016,331.0,615.0,238.84
70.1281,69.0462,11.0,113.805,3.01067
1029.06,675.678,293.076,851.9580000000002,138.369
265.626,206.745,459.214,285.148,298.015
5812.45,5370.31,6973.73,13310.9,4986.06
77.8345,77.3787,25.0038,104.021,6.59496
103.576,94.083,14.2492,88.2652,12.5075
2236.87,1246.69,406.318,1789.59,229.48
11.0,36.0,10.0,13.0,2.0
34.6941,14.0,12.0,24.9999,5.0
3250.9,2381.78,1463.0,3617.99,1031.0
34.9004,32.9452,154.3,42.2294,53.2529
123.246,238.088,18.321,139.86,10.4154
52.4677,214.99,3.0006,178.235,6.00462
973.011,548.852,656.112,745.31,429.13
57.0684,54.3433,95.7922,12.3538,139.092
1116.0,1172.0,478.001,1152.0,276.0
17.6836,16.5524,3.16076,18.6043,2.71462
497.077,428.031,347.19699999999995,924.01,306.926
167.645,216.298,22.0794,157.982,18.0
110.63,145.297,9.0,112.462,2.03788
1852.0,2780.0,852.0,1902.0,568.0
10.0368,34.3051,7.0,88.5383,3.0
559.688,316.232,1759.66,345.3540000000001,784.159
42.0974,46.0713,1.0,50.3917,3.10771
378.231,289.587,143.625,346.934,80.2621
9152.67,11514.1,11505.9,16375.9,8726.42
114.135,80.6374,66.9623,152.933,38.0149
1273.24,901.493,438.18,1057.2,316.272
2246.09,1592.61,2811.34,1445.39,1994.02
6406.04,2925.5,2296.44,5604.52,1746.08
4858.18,5454.24,424.306,4904.52,457.774
11.5639,23.3582,1.70242,2.94548,5.14321
308.223,292.86,73.2976,507.417,50.8567
629.0,460.0,290.0,702.9989999999998,126.0
7135.42,4795.01,1718.31,6118.99,1486.17
346.339,281.638,369.252,246.375,228.46400000000003
159.0,183.245,69.0,160.69,77.0
24.0883,40.4897,1.0,35.7734,2.0
8.0,36.0,9.0,10.0,10.0
1033.08,1309.09,338.0,426.086,277.029
236.368,641.956,104.836,542.129,181.0
24.1211,24.8986,2.0,27.1234,4.0
1.0,17.0,9.0,15.0,10.0
25.0,70.4467,6.0,83.5484,5.15861
1266.0,850.0,1263.0,1406.0,832.0
331.25699999999995,261.624,204.895,354.949,128.516
883.2260000000001,863.314,630.139,1115.26,605.0409999999998
618.202,831.398,303.915,783.63,261.751
40.0529,40.4763,43.1858,50.4271,26.4498
16.0,4.0,40.0,12.0,57.9999
3212.83,2382.43,2351.92,3069.6,1609.26
52.9017,54.0,6.0,30.0,8.0
323.949,192.025,102.313,241.221,52.4408
11.5948,19.7703,2.0,14.0,2.0
507.752,481.925,184.907,409.099,193.0
24.0,21.0,13.0,30.0,9.99999
162.092,179.889,11.5375,135.368,21.6199
2256.92,1554.07,1621.35,2133.65,984.412
25.6545,48.114,15.6859,34.1971,14.0829
39.3673,39.9376,210.0,54.0143,115.135
2254.0,1691.0,781.998,1846.0,506.0
498.643,255.308,276.874,377.736,105.209
21.0,21.0,7.0,7.0,2.0
22401.5,17459.7,1867.24,12489.0,1433.0
204.0,166.0,16.0,154.0,18.0
765.904,969.876,120.535,1206.14,145.642
14.0,12.0,1.0,13.0,2.0
23.0,12.0,18.6316,16.0,9.0
131.76,118.003,273.387,167.06400000000005,313.597
831.945,504.975,790.2719999999998,655.638,429.332
48.8722,79.1509,39.5782,55.484,32.3284
1289.77,1524.15,363.926,1553.08,446.384
409.599,418.778,208.011,720.138,123.574
589.091,434.611,78.2484,355.686,83.6224
22.8947,42.3639,10.985,46.2143,10.5305
1191.95,895.0,788.0260000000002,1346.93,543.682
2543.89,2244.46,1682.64,2845.75,959.899
15.0,13.0,7.18238,11.0,2.42178
955.7,940.615,25.254,842.9789999999998,23.7819
42.0238,32.0,2.014,19.4612,1.00409
9821.92,4502.0,2404.75,4533.0,1435.98
15.0,17.0,9.0,44.0,4.0
47.2095,31.0,13.0166,35.0,13.4054
91.087,130.981,3.79978,78.9377,3.80335
21.1102,28.4483,11.1565,44.1794,7.67557
49.0,45.0,5.0,51.0,6.0
866.7,1118.48,36.0239,754.573,40.0751
113.748,161.97299999999996,6.14229,110.498,12.8734
303.471,368.382,12.4429,264.043,7.390560000000002
79.0,132.0,14.9284,37.6157,2.98607
3943.63,3739.95,323.0,4072.92,380.131
1709.19,1766.83,237.065,1432.51,240.158
86.882,94.5977,1.0,100.777,2.0
1614.49,1736.61,323.921,2022.33,296.817
811.1210000000002,530.618,390.001,893.029,342.13699999999994
73.3078,107.938,10.0501,66.7073,5.5030800000000015
14.3858,23.6478,1.0,32.7919,2.06525
12.0857,9.24013,2.0,11.0366,1.00527
17.0,9.0,2.0,23.0,2.0
57.8859,55.5246,7.4357,78.3891,1.07866
39.0,10.0,12.0,61.9999,3.0
2271.09,1929.92,370.0,1913.0,363.327
151.0,117.555,52.5726,111.022,23.6299
55.0,113.0,2.00016,62.0034,1.0
5147.56,4552.02,675.279,4232.98,490.377
34.0,47.0,12.0,17.0,14.0
509.088,538.502,393.52,433.785,309.503
122.379,108.603,20.7254,105.791,22.0
181.84,282.0,41.0,393.917,39.0
150.515,54.4252,53.0,135.083,29.0
538.7819999999998,452.14,45.0902,375.708,41.4071
52.3229,35.4151,29.781,29.4163,29.0
7.00445,31.8794,3.20954,12.3774,10.9774
98.0,183.0,16.0,108.872,22.0
66.952,63.4271,46.1153,72.7458,14.0166
3150.58,2802.29,348.0,2482.26,461.0
37.2824,38.8325,12.6565,52.268,6.63973
4629.23,3177.22,539.322,2671.8,531.9019999999998
266.338,255.822,1.0,186.476,3.0
50.0,61.0,1.0,51.0,2.0
150.0,316.0,40.0,120.0,43.0
196.581,168.562,36.3178,167.33,60.0756
38.1032,49.8502,4.0,18.0308,8.0
797.34,1116.51,46.7106,991.19,54.7861
1893.0,801.9989999999998,1737.0,1474.0,1073.0
19.5893,10.489,3.0,34.4723,1.06333
275.515,145.0,21.0,267.0,14.0
52.0,60.0,30.0,88.0,17.0
23.0,42.0,1.0,17.0,1.0
38.0,23.0,1.0,17.0,4.0
5190.25,5052.83,1359.98,4391.4,1277.87
2920.06,1349.41,1296.0,2616.26,1009.0
6954.25,3887.4,842.169,3102.55,1202.03
331.44,537.268,168.016,857.4680000000002,157.14700000000005
74.6544,50.8081,123.684,114.638,88.0637
73.0,105.225,1.0,63.3136,9.55937
125.112,149.583,10.5106,165.97,6.77082
326.0,210.0,16.0,245.0,19.0
438.54,807.148,125.638,627.0880000000002,104.987
116.973,40.3745,65.3619,111.0,26.2047
6.0,10.0,9.0,22.0,3.0
41.0,151.0,3.0,33.0,2.0
3871.27,4342.36,1698.14,3727.25,1087.74
9.39001,10.7322,23.4972,33.5073,6.55979
18.0,110.0,8.0,135.0,8.0
61.0,82.0,2.0,42.0,2.0
36.0,9.0,2.0,15.0,1.0
33.0,34.0,1.0,26.0,1.0
10144.8,2155.93,3272.99,3719.47,2066.99
118.935,143.18200000000004,7.0,72.0,13.4577
17.0,170.0,17.0,48.0,16.0
370.254,459.295,513.114,341.7480000000001,368.342
14334.4,7207.26,1109.22,7794.41,949.544
682.558,2197.37,270.0,1420.64,327.035
3202.82,3775.94,515.0,2829.46,470.02
30.951,54.5774,2.01332,46.4342,3.0
1907.03,295.74,709.88,1598.69,161.268
107.827,145.665,3.62574,102.023,2.61091
911.44,699.79,126.136,848.6519999999998,132.407
200.284,283.264,8.29248,179.028,5.64722
63.8956,44.1,6.1322800000000015,29.0,10.9402
35.3945,33.2061,8.00388,32.048,10.0236
3636.83,2528.65,552.1,2965.33,561.9259999999998
1915.04,2652.17,386.03,1262.99,276.61400000000003
955.482,764.337,635.033,1161.54,299.9840000000001
2398.56,3833.38,396.457,2077.63,493.5630000000001
265.64,491.054,358.35,261.99,394.747
85.0,64.0,37.0,65.0,44.0
3405.28,2570.16,852.0,2840.55,765.173
