gene_id,Gene name,HGNC symbol,H/C,Log2FC,C_0113_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_CAP_mRNASeq
ENSG00000181284,TMEM102,TMEM102,2.1311930548238336,1.0916612860449266,11.4212791465075,16.54010308557957,22.957832688215472,56.728421287593896
ENSG00000233689,RP11-123O1.1,,2.1316611337491707,1.0919781137463538,8.306384833823634,20.675128856974467,3.4011603982541434,4.281390285856144
ENSG00000251521,IMPA1P1,IMPA1P1,2.133551181509918,1.0932567195968521,15.574471563419314,10.370541259014106,9.353191095198897,42.81390285856144
ENSG00000233392,AC104809.4,,2.1337720730356504,1.093406077444863,6.2297886253677275,12.405077314184675,5.101740597381216,11.773823286104395
ENSG00000180210,F2,F2,2.1339288846441917,1.093512097680274,5.191490521139771,14.472590199882125,5.101740597381216,7.492433000248251
ENSG00000196099,OR6M1,OR6M1,2.1339288846441917,1.093512097680274,5.191490521139771,14.472590199882125,5.101740597381216,7.492433000248251
ENSG00000279956,RP11-310N16.1,,2.1340937798167015,1.0936235748051475,7.167558707144329,30.41280442167658,15.117137622120195,17.144827399710927
ENSG00000173714,WFIKKN2,WFIKKN2,2.1342875159976074,1.0937545388443255,11.4212791465075,22.74264174267191,23.808122787779013,52.447031001737756
ENSG00000142615,CELA2A,CELA2A,2.134808426173415,1.094106610824574,23.095383881394504,83.00113180147827,36.15297456928225,43.482763055969315
ENSG00000237339,LINC01502,LINC01502,2.1353162378690174,1.0944497471384032,11.441941278781636,16.822421970121557,10.579734563819297,30.20082004167209
ENSG00000243224,RP5-1157M23.2,,2.135584837514939,1.0946312111296437,12.459577250735451,14.472590199882125,9.353191095198897,32.11042714392108
ENSG00000239642,MEIKIN,MEIKIN,2.1357457104710953,1.0947398848150736,22.783167641453158,30.49147328697737,15.087717584675296,50.39110738646964
ENSG00000165457,FOLR2,FOLR2,2.136260569913902,1.0950876301692407,74.7574635044127,73.39670744225934,38.263054480359116,168.04456871985366
ENSG00000171864,PRND,PRND,2.1376411963750304,1.0960197166452497,20.405257323150295,23.47919320820162,29.58167759282537,83.37493814870538
ENSG00000249717,RP11-44F21.3,,2.138713573644663,1.096743283086527,60.221290045221345,129.21955535609038,89.28046045417128,190.5218677205984
ENSG00000279528,RP11-1148L6.8,,2.1407134905648104,1.0980917208047742,12.459577250735451,13.4388337570334,14.454931692580113,44.17741862984947
ENSG00000255222,SETP17,SETP17,2.1410383097309063,1.098310610185975,23.88085639724295,48.58655281388999,23.808122787779013,53.517378573201796
ENSG00000179142,CYP11B2,CYP11B2,2.141757659766875,1.0987952481405758,5.191490521139771,53.7553350281336,20.406962389524864,1.070347571464036
ENSG00000163823,CCR1,CCR1,2.1426633436987075,1.0994051908775164,92.40853127628796,119.91574737045187,256.7876100681878,628.2940244493891
ENSG00000241026,CTD-2036J7.1,,2.1432760461525553,1.0998176758509723,2.0765962084559093,12.405077314184675,10.203481194762432,13.914518429032466
ENSG00000222378,RNA5SP44,RNA5SP44,2.143465097466729,1.0999449256122578,17.651067771875226,27.91142395691552,26.330508368134236,66.36154943077021
ENSG00000248278,SUMO2P17,SUMO2P17,2.1445134306020552,1.1006503512741483,4.185047402749532,11.438308288832552,5.1415851914467625,8.562780571712288
ENSG00000128383,APOBEC3A,APOBEC3A,2.145201952519189,1.1011134715864332,10.180845167348446,25.497395911575182,11.959245221351175,21.997569219214572
ENSG00000238273,AC012360.6,,2.1453223498308565,1.1011944391289918,22.31634881379227,71.30221351340354,31.767518351773358,44.72511548216762
ENSG00000260105,AOC4P,AOC4P,2.145497981559178,1.1013125438288136,7.303845716305291,25.618138664099924,8.841401484271604,9.021456616511772
ENSG00000272734,ADIRF-AS1,ADIRF-AS1,2.1457240629938377,1.1014645595304184,135.2507876529418,184.33117883724157,126.44153896549606,377.18834348878335
ENSG00000271855,RP11-214N9.1,,2.1466596960280726,1.102093502903491,13.497875354963407,17.573859528428294,7.652610896071824,27.829036858064928
ENSG00000105227,PRX,PRX,2.1469860049328844,1.102312787060808,170.3546082587847,428.10231938184194,227.02745658346413,425.07141244579833
ENSG00000242880,RP11-190P13.2,,2.147173152030515,1.1024385374952796,14.536173459191362,36.181475499705314,21.2572524890884,40.67320771563337
ENSG00000099812,MISP,MISP,2.1473647878188395,1.1025672926747792,30.298369319855087,60.991630128074654,14.553395286109572,35.321469858313186
ENSG00000200879,SNORD14E,SNORD14E,2.1475702801874967,1.1027053449697424,55.029799524081575,24.810154628369354,9.353191095198897,113.45684257518779
ENSG00000257572,RP11-478B9.2,,2.14762368651218,1.1027412218313575,2.0765962084559093,14.472590199882125,7.652610896071824,6.422085428784214
ENSG00000239930,AP001625.4,,2.148013217339477,1.1030028706657136,4.153192416911819,9.303807985638507,7.652610896071824,16.05521357196054
ENSG00000180730,SHISA2,SHISA2,2.149101766429564,1.1037338003306436,164.735338918703,130.0403579717123,137.24107352005254,518.93768342048
ENSG00000263257,RP11-65J21.4,,2.1491047119076483,1.1037357776328725,5.191490521139771,16.769493640247706,5.101740597381216,5.35173785732018
ENSG00000260177,RP4-536B24.3,,2.150676860234143,1.1047907757332156,4.671915766803061,13.75433622339083,8.794465470775696,15.207498295361024
ENSG00000234577,SYNE1-AS1,SYNE1-AS1,2.150764387869395,1.1048494889309801,15.995501444683752,18.928597346781547,12.012473381583856,41.30995748589732
ENSG00000232489,MFAP1P1,MFAP1P1,2.150971674064477,1.1049885261762298,20.76596208455909,104.40940072772105,50.167115874248616,48.165640715881615
ENSG00000130164,LDLR,LDLR,2.1517711494134217,1.1055246489155277,370.4512657131791,587.1964021798173,635.5255267959773,1577.4354369208374
ENSG00000123358,NR4A1,NR4A1,2.1522579868261014,1.1058510212061212,2792.0666661173077,1749.105563735611,261.1402450878537,4822.183396338348
ENSG00000130303,BST2,BST2,2.154452486914462,1.1073212824126843,227.38728482592202,705.0218940228293,353.72068141843096,546.9476090181224
ENSG00000251102,CTBP2P4,CTBP2P4,2.1547404054029937,1.1075140695942205,9.69550310150813,20.488949321617405,3.490066731064508,7.922530764889647
ENSG00000277089,AC069363.1,,2.1560453470664056,1.1083875219215051,9.358637664572411,32.12842661422832,15.410062561419833,21.274014260904888
ENSG00000077150,NFKB2,NFKB2,2.1566947846457722,1.1088220208032307,121.55459736007084,304.3192891586928,223.71047490506675,440.312091515875
