gene_id,Gene name,HGNC symbol,H_1105_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0113_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_CAP_L2FC,C_CAP_L2FC,all_L2FC,Entropy,Weighted,T-test Statistic,p-value
ENSG00000277117,CH507-9B2.1,,143.68889354584473,155.17997759383806,14.591889305204566,14.249780249148385,0.11099387014801752,0.03422701915726738,3.3732860548758654,1.4288092666747307,1.2368290527139703,23.488437655303372,0.026945226334724917
ENSG00000116039,ATP6V1B1,ATP6V1B1,7.724970012984481,13.522131195001574,18.234163455425886,30.345334948688542,0.8077213118636932,-0.7348307316076015,-1.1930815694543253,1.838391952936734,0.17955024093462513,-2.035611292966831,0.22644404676590651
ENSG00000250483,PPM1AP1,PPM1AP1,12.016633372012944,8.692798625358154,20.96928797373977,24.898736368154697,-0.4671401323622711,-0.2477946515757021,-1.1472007830828412,1.8849338048255924,0.005699559451194491,-4.888303137571674,0.04157110703289763
ENSG00000069122,ADGRF5,ADGRF5,646.3232092232678,706.0484216818678,935.412585263348,1777.053938015661,0.1275113295335293,-0.925812727058834,-1.0041136743865344,1.8700753705652648,0.016915074663356455,-1.6119493670773593,0.35169053263857486
ENSG00000270076,AF131215.8,,26.60825960945723,38.63466055714736,10.940498073255535,12.449368184077349,0.5380215727535081,-0.1863941069115585,1.4799377437499512,1.8136307733152666,0.9112989957267918,3.45302706523688,0.17338200787480554
ENSG00000266208,CTD-2267D19.3,,6.008316686006472,10.624531653215524,20.96928797373977,18.674052276116022,0.8223664848327139,0.1672428477031418,-1.253043277383713,1.857448534256061,0.3985036473520509,-4.463427154119958,0.07983141651249874
ENSG00000224441,AC068831.3,,1.716661910287563,1.931733027857368,2.7351245183138837,5.4465985805338395,0.17028978825302102,-0.9937490289691625,-1.1651428022182724,1.8347006628797,-0.0384753450136785,-1.6666707149577609,0.3417651885518731
ENSG00000228740,GABRG3-AS1,GABRG3-AS1,14.591626237444286,21.249063306431047,51.967365847963784,32.67959148320304,0.5422585656399789,0.6692159837532664,-1.2398598169334079,1.8441769543901363,0.45394792171249343,-2.3919477116053365,0.21220584354080904
ENSG00000226377,AC084809.2,,4.291654775718908,3.8634660557147353,11.852206246026823,7.002769603543509,-0.1516383066343416,0.7591581090660642,-1.2091671445109022,1.8493476019427337,0.3119250649658885,-2.19786101772814,0.2687881169731195
ENSG00000223750,SIRPB3P,SIRPB3P,12.874964327156725,12.556264681072891,35.55661873808048,31.123420460193373,-0.03616108921440552,0.19211751634217097,-1.3906537679701099,1.8477305944263351,0.15325831339599766,-9.280575895745843,0.0669078614354364
ENSG00000261193,RP11-863P13.5,,15.470042136938432,14.680011971899278,4.709784132637502,7.0000929893839325,-0.07562398163750143,-0.5717131498369759,1.3644346543114394,1.8469695169517528,0.6410167599471788,7.611294504275817,0.054811477241374695
ENSG00000260166,RP11-863P13.6,,1.716661910287563,2.897599541786052,4.558540863856472,6.224684092038674,0.7552522889741774,-0.44942851274535245,-1.22461705461991,1.8544674959690093,0.23391855439448106,-3.0207201123512863,0.10691235582927709
ENSG00000255769,GOLGA2P10,GOLGA2P10,28.59169078060348,29.879563541640803,86.84321209343592,80.78706248852394,0.06356313765248531,0.10428881484646631,-1.519483282685214,1.8238470971605918,0.11805394174358236,-17.630259264143415,0.028399292144862233
ENSG00000249618,RP11-422J15.1,,10.29997146172538,13.845310130562112,28.17132668454661,33.69094703105702,0.42675702986004077,-0.25813347549006566,-1.3573185709888311,1.847931709753198,0.16480917328358546,-5.749405539966563,0.041104496969148516
ENSG00000257285,RP11-298I3.1,,165.60980780926184,104.86316155072329,42.70377261688649,39.4332181059627,-0.6592801673556697,0.1149520765840798,1.719380423645467,1.754684716036199,0.7324342622275191,3.095868178124938,0.19774397009366212
ENSG00000242880,RP11-190P13.2,,32.6165762954637,33.805327987503944,12.76391441879812,19.452137787620856,0.05164529175440204,-0.6078578753498356,1.0438793694837496,1.9010401901861154,0.5971767440186079,5.035422453225051,0.11402438459735682
ENSG00000283036,LINC01988,LINC01988,6.008316686006472,9.65866513928684,12.76391441879812,20.23022329912569,0.6848629610827791,-0.6644414037162031,-1.0744824365079353,1.8685123891936621,0.20361287751307572,-2.0848749033397507,0.21832656232513464
ENSG00000176716,OR10AB1P,OR10AB1P,0.8583309551437817,0.9658665139286838,2.7351245183138837,2.3342565345145028,0.17028978825302074,0.22864339236728531,-1.4745477023651279,1.8296580989947029,0.18851089431247026,-7.81894688759504,0.06231572848178479
ENSG00000251634,RP11-1280N14.3,,154.47382199722642,282.2204001708779,454.50293487360017,507.7933884327735,0.8694599046203181,-0.1599520005402061,-1.1398577734148503,1.8745633866196125,0.36105337932121856,-3.7972569554472146,0.11322951929186321
ENSG00000104635,SLC39A14,SLC39A14,1869.135821159305,2193.1930931778625,653.192408673821,984.0136229797037,0.23066142876736828,-0.5911702646424647,1.3110711680082037,1.853351641156763,0.7009784933224675,5.2367863996801525,0.03461521262634208
ENSG00000213700,RPL17P50,RPL17P50,13.742822755902605,13.527733220782359,4.574906025557716,3.8996712134008504,-0.022758248184900017,0.2303896153775109,1.68613080823977,1.7890352071665592,0.920699345649735,26.523094151089282,0.013073787694420358
ENSG00000204644,ZFP57,ZFP57,45.49154062262043,29.941861931789198,63.81966326480789,119.82516877174449,-0.6034343559233033,-0.9088580703912065,-1.2836428898818932,1.812905878076081,-0.2457573595300806,-1.861731348123294,0.28757699832775935
ENSG00000227256,MIS18A-AS1,MIS18A-AS1,14.363567702662587,18.621230281985273,5.516308533516171,9.486107322062338,0.3745342548750418,-0.7821130398794954,1.1366064309544963,1.8719256766921095,0.650238330660538,3.089091023121913,0.091307883433289
ENSG00000242735,RPSAP26,RPSAP26,12.194822878300792,7.1145341069381285,3.234257391660983,6.290191111252266,-0.7774276135796504,-0.959669353072052,1.0195926590393787,1.8564507357727695,0.28473660704011144,1.6504640089279852,0.2668172096658753
ENSG00000236498,AC107081.5,,19.90375068573364,22.39535368516161,9.181813007979706,7.844269084235988,0.1701591310516012,0.22714002560880828,1.3128806248596745,1.8617443502688704,0.8929810329472385,8.936977520913333,0.026433463626654295
ENSG00000000005,TNMD,TNMD,0.8583309551437817,0.9658665139286838,5.4702581537094925,5.4465985805338395,0.17028978825302074,0.006253375520567867,-2.5812237095755846,1.592131221961023,-0.20313733096024322,-82.57980084499764,0.0051435683205279005
ENSG00000090534,THPO,THPO,43.77487871233287,32.83946147357525,10.940498073255535,19.45221559617201,-0.41467271246813575,-0.8302560674549055,1.3338889576301105,1.8340336628151037,0.48074846013054323,3.3354746665554895,0.08586944065176703
ENSG00000090539,CHRD,CHRD,881.059558835989,907.6682271319113,338.3804883240659,441.2203920684198,0.04292550950158405,-0.382853087854543,1.1981262254523632,1.881647589427129,0.6849615591316334,9.49976707460148,0.05098399053498059
ENSG00000162616,DNAJB4,DNAJB4,7167.037725521923,3683.8438601194175,2966.698394197792,1890.2887225049594,-0.9601650344931657,0.6502516560588623,1.1596786952673677,1.8289420660941114,0.6696768457317939,1.6440893130348877,0.31758868130833756
ENSG00000122884,P4HA1,P4HA1,2366.4184433314067,1828.8102921331272,1026.5834025404774,748.5174839821391,-0.371799773781881,0.45574292036124675,1.240848451096125,1.8643593844804949,0.7972877455389964,3.9984737954982674,0.08994182682634129
ENSG00000249931,GOLGA8K,GOLGA8K,49.81186365224114,72.10145233151928,113.09922224862459,163.82746061836588,0.533538931047302,-0.534588192197113,-1.1836483562287334,1.8637974495588063,0.16977495804506548,-2.797610407481269,0.16069431333140743
ENSG00000282993,RP11-118A1.2,,16.419527839518487,32.589495219770505,11.404922216465227,12.790014021014164,0.988994364751715,-0.165361238515665,1.0183422513133258,1.8610992523712495,0.9257686574801564,1.5289795845855934,0.3661817880240227
ENSG00000261353,CTA-14H9.5,,6.008316686006472,5.848263789847344,14.654614827491232,10.258123766577434,-0.03895246986042686,0.5145881666794511,-1.0711956359791985,1.8916913741260943,0.32403285874148,-2.9677110346922295,0.2063769736288734
ENSG00000272921,RP11-500M8.7,,38.180792545278784,28.92934406523776,85.49588975571451,49.25678111436469,-0.40031343764847793,0.7955327114910747,-1.0057112692412848,1.8775835998842882,0.31677290112140005,-1.8085577801803248,0.29920330706890363
ENSG00000126231,PROZ,PROZ,24.891597699169672,16.419730736787624,8.20537355494165,10.115111649562847,-0.6002283656242123,-0.30187132433149483,1.173079740598,1.866367570924514,0.5343369053917018,2.6473581737039003,0.21101002948909534
ENSG00000186281,GPAT2,GPAT2,134.77340991476632,166.36374595861832,237.92665843177917,387.87873982720595,0.30380518671211215,-0.7050887746986205,-1.0552933771757884,1.8787816303205132,0.10555116628955408,-2.118642569574383,0.2644244383264741
ENSG00000259321,RP11-468E2.5,,8.695064241797537,13.113279899655565,4.63038346787085,4.7334443049640855,0.5927599864915122,-0.03175867101465893,1.2197099289640951,1.860884267766315,0.910398878051816,2.8158725302549112,0.2170196390294789
ENSG00000241886,RP11-242C19.2,,19.74161196830698,27.044262390003148,11.852206246026823,8.558940626553177,0.45408275425361183,0.4696514918710794,1.1967157679279803,1.8678123636471593,0.9970655944249577,3.2923606731209873,0.12913177225045375
ENSG00000188313,PLSCR1,PLSCR1,1534.6957477970816,1026.716104306191,406.62184505599726,813.0993595225517,-0.5799153513991921,-0.9997439346806553,1.0703878198048318,1.8614753020339574,0.33805095893973547,2.062267699824992,0.1813820945247978
ENSG00000254912,RP11-632K20.2,,104.90177601385244,106.9822726822828,12.953914402003658,24.50930456964653,0.02833265375596519,-0.9199414334988716,2.499728209679362,1.5999132320143674,0.8020081654877058,14.855466219766951,0.03642364365084273
ENSG00000203883,SOX18,SOX18,13.733295282300508,7.726932111429472,24.616120664824948,37.348104552232044,-0.8297102117469792,-0.6014316061904027,-1.52977015893186,1.7850408426654958,-0.2939677835509365,-2.8771876317731624,0.14929022358066552
ENSG00000269897,COMMD3-BMI1,COMMD3-BMI1,28.489978562418948,37.233960938647975,83.90988221836156,69.87075618776456,0.3861645617684358,0.2641519753123652,-1.2263830103793338,1.8725280101875157,0.32411538422224573,-5.324031759042084,0.04833767008158968
ENSG00000279019,RP11-407G23.2,,33.91943685227645,22.268052478625805,46.21767825638161,76.26210619636755,-0.6071368294560854,-0.722521587881913,-1.1242228072163087,1.858391727855897,-0.14887237417460253,-2.0571976972010724,0.24083389430519297
ENSG00000118729,CASQ2,CASQ2,33.896605248869626,27.54950716343924,69.74786331661865,63.139460619185094,-0.29911428395147627,0.1436070853258608,-1.1128098513084048,1.8965306675412834,0.1570534044018158,-7.796887811911084,0.016129154742081958
ENSG00000273233,RP11-713D19.1,,5.14998573086269,9.65866513928684,1.8234163455425887,3.112342046019337,0.9072553824192271,-0.771356607632715,1.5850965305685938,1.747853177435871,0.8672121206977442,2.105409304287962,0.25385136282499376
