gene_id,C_0113_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_CAP_mRNASeq
ENSG00000227536.1,5.470249036627767,18.351463764644997,5.4465985805338395,2.574992865431345
ENSG00000165349.11,12.76391441879812,9.65866513928684,7.780855115048343,16.30828814773185
ENSG00000130055.13,136.29946012113572,124.94352637530062,96.0725523620364,192.48071669099303
ENSG00000147127.8,47.40882498410729,83.06452019786681,49.01938722480456,58.366504949777145
ENSG00000120500.17,39.20345142916565,27.044262390003148,38.90427557524171,26.60825960945723
ENSG00000203588.3,44.04507768066761,66.33860977616379,44.144525878124476,36.26783034554985
ENSG00000089289.15,772.1967647574858,749.5133806751729,656.7041717100801,880.64755997752
ENSG00000158813.17,83.83411926920427,120.58360493142655,99.22224251260798,59.50920095036007
ENSG00000090776.5,79.6267683934993,97.50712218064241,135.85139605220957,150.3495417577605
ENSG00000130052.13,225.40890521962928,356.6578006663336,599.8043344247546,244.53419746568767
ENSG00000181704.11,2081.302119292677,1851.4308858893369,1866.0046736908932,1937.3473821645807
ENSG00000001497.16,877.0632622059852,1058.5896992658375,1005.2864808642461,723.572995186208
ENSG00000102053.12,906.4266473264304,1045.067568070836,846.930517562782,695.4660897290694
ENSG00000237971.1,51.05565767519249,91.75731882322495,77.80855115048342,42.91654775718909
ENSG00000126970.15,333.54478817568696,291.048420108186,270.7200701033885,200.88721006567124
ENSG00000102043.15,86.61227641327297,69.54238900286524,84.81132075402694,65.2331525909274
ENSG00000186767.6,319.0978604699531,244.36422802395703,268.43950146916785,228.31603406824595
ENSG00000198205.6,368.0055336900963,372.45454750163725,407.0562134292656,309.48152584855217
ENSG00000224799.1,156.8466272108824,215.37277874187362,169.46313397819537,130.30579729324293
ENSG00000188021.8,2982.1974331349043,2748.8560986410344,2723.2992902669203,2424.7849482811835
ENSG00000227486.1,65.09341075298666,53.54734977225206,55.117865846877145,47.523896658209885
ENSG00000247746.4,263.4836619309041,160.33384131216152,195.29946338771344,256.6409555879908
ENSG00000169188.4,167.59293144333762,136.65852132274162,145.7369724758785,141.90184849723542
ENSG00000221716.1,10.028789900484238,6.761065597500787,9.337026138058011,15.449957192588071
ENSG00000102316.16,1968.3779450132245,1386.0184474876614,1848.5599965229555,2620.2784066247314
ENSG00000102302.7,447.6487128307055,565.9977771622088,461.40470832236673,345.04904396780023
ENSG00000184083.11,1936.5319785383233,1632.3337258697547,1731.497031317053,1720.987898301488
ENSG00000086758.15,15266.553353055324,17312.191395657734,15593.611736068384,11979.72514094176
ENSG00000126012.11,1974.486389770792,3025.7603695192493,2908.810437919902,1642.2789497148033
ENSG00000227329.2,29.972588521490856,49.250982344994476,45.88518097591194,17.806933995412894
ENSG00000231340.1,81.86346205375914,125.236183929021,91.03989527362312,59.17522437571362
ENSG00000232593.6,470.48062060141706,555.388699373216,584.5025047555007,330.1192353340292
ENSG00000187754.8,38.219900652379984,51.88828086127676,56.38015397219144,40.74600043782149
ENSG00000283093.1,56.23862746658001,44.54132063642683,56.52192115238763,54.492084851353646
ENSG00000196368.4,950.410184705436,613.6980608190906,587.7222226021072,1127.8382917493775
ENSG00000226530.1,31.909786046995308,39.60052707107604,32.67959148320304,32.6165762954637
ENSG00000229151.1,45.58540863856472,40.566393585004725,38.90427557524171,52.358188263770685
