,gene_id,C_0083_BA9_mRNASeq,C_0010_BA9_mRNASeq,H_0006_BA9_mRNASeq,C_0053_BA9_mRNASeq,H_0689_BA9_mRNASeq,C_0024_BA9_mRNASeq,H_0709_BA9_mRNASeq,H_0014_BA9_mRNASeq,C_0029_BA9_mRNASeq_REPEAT,C_0021_BA9_mRNASeq_REPEAT,C_0074_BA9_mRNASeq,C_0031_BA9_mRNASeq,C_0107_BA9_mRNASeq,C_0005_BA9_mRNASeq,C_0082_BA9_mRNASeq,H_1106_BA9_mRNASeq,C_0032_BA9_mRNASeq,H_0821_BA9_mRNASeq,H_0695_BA9_mRNASeq,C_0019_BA9_mRNASeq,H_0723_BA9_mRNASeq,C_0060_BA9_mRNASeq,H_0750_BA9_mRNASeq,C_0014_BA9_mRNASeq_REPEAT,H_0010_BA9_mRNASeq,H_0002_BA9_mRNASeq,C_0022_BA9_mRNASeq,C_0037_BA9_mRNASeq,C_0029_BA9_mRNASeq,C_0018_BA9_mRNASeq,H_0009_BA9_mRNASeq,H_0013_BA9_mRNASeq,C_0077_BA9_mRNASeq,H_0012_BA9_mRNASeq,C_0002_BA9_mRNASeq,C_0039_BA9_mRNASeq,H_0726_BA9_mRNASeq,C_0020_BA9_mRNASeq,C_0006_BA9_mRNASeq,C_0034_BA9_mRNASeq,C_0076_BA9_mRNASeq,C_0075_BA9_mRNASeq,C_0071_BA9_mRNASeq,C_0015_BA9_mRNASeq,C_0103_BA9_mRNASeq,H_0001_BA9_mRNASeq,H_0007_BA9_mRNASeq,C_0025_BA9_mRNASeq,H_0003_BA9_mRNASeq,C_0113_CAP_mRNASeq,H_0513_BA9_mRNASeq,C_0023_BA9_mRNASeq,C_0033_BA9_mRNASeq,C_0013_BA9_mRNASeq,H_0700_BA9_mRNASeq,C_0061_BA9_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0036_BA9_mRNASeq,C_0016_BA9_mRNASeq,C_0011_BA9_mRNASeq,C_0065_BA9_mRNASeq,C_0009_BA9_mRNASeq,C_0114_CAP_mRNASeq,H_1105_BA9_mRNASeq,C_0038_BA9_mRNASeq,H_0740_BA9_mRNASeq,C_0003_BA9_mRNASeq,H_0656_BA9_mRNASeq,C_0054_BA9_mRNASeq,C_0004_BA9_mRNASeq,C_0026_BA9_mRNASeq,C_0017_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,C_0021_BA9_mRNASeq,C_0070_BA9_mRNASeq,C_0014_BA9_mRNASeq,H_0681_BA9_mRNASeq,H_0539_BA9_mRNASeq,C_0062_BA9_mRNASeq,H_0005_BA9_mRNASeq,C_0012_BA9_mRNASeq,C_0050_BA9_mRNASeq,H_0791_BA9_mRNASeq,C_0018_BA9_mRNASeq_REPEAT,H_1104_BA9_mRNASeq,C_0087_BA9_mRNASeq,H_0658_BA9_mRNASeq,C_0035_BA9_mRNASeq,H_0008_BA9_mRNASeq,H_0657_BA9_mRNASeq,H_0601_BA9_mRNASeq,C_0008_BA9_mRNASeq,C_0081_BA9_mRNASeq,C_0069_BA9_mRNASeq,Sliced_ids
11573,ENSG00000119285.10,670.217914437014,392.6086170128685,171.71478331418024,215.41261065650139,687.7605032688257,505.70788790699913,272.539634056289,1246.0365164828147,309.7326908003169,506.6575230815432,1433.1141743856315,157.47589917997757,1748.0919334540454,615.3140513019517,239.06506496210488,1698.719508467844,756.6914478413554,1576.475114632071,802.3799486610959,718.0625819264886,361.5128907107827,294.78227651779116,291.21897684462607,512.3364215209542,560.3870525389639,464.3943718079228,425.7974709139593,331.8483479734152,380.20812641768447,791.6938482719638,557.8191928065036,600.0557862940582,696.5645914867181,457.2999713850825,355.965026857726,325.5755670671548,492.87858588059237,521.9727669064695,580.4318050131765,621.6071726498798,637.66818431228,273.8188269053999,577.3699593739417,609.2874083671674,1457.5949565653889,129.47793862917578,779.8636426294452,470.67397190010513,132.40780605808166,1836.4965651392351,197.36250233407432,238.8413948682603,272.1845162207821,578.9869962930068,623.2758068865021,438.2518139143448,1756.0096559518433,1692.1820265178617,389.1791416640405,598.0230246249872,441.5075857116265,596.6801214052064,553.0024630417615,1748.971157377585,255.68313481833007,482.97366079250406,494.80404625689204,493.8292480090883,228.84604746572376,1561.1980272835108,515.4947815876484,497.43704660714604,586.0832413664656,1611.1683800272913,1102.4326210543782,451.3273076008202,389.68049155823286,386.0626494785554,472.9465719771378,467.30484894968765,485.47061462098685,532.299593420824,685.1876783678131,627.7373859537978,1659.423000954261,647.0903197993089,401.68583686504525,700.8797101211218,754.2735583582797,453.1963733737625,426.35911483044515,539.6711949677481,687.0835250207274,632.472292791904,683.1460521242714,227.81500084894776,ENSG00000119285
11584,ENSG00000122406.12,6915.979750315849,5782.243491484821,12818.087147209135,10285.722036756451,7868.567993927478,5616.584233338086,12149.894615981128,6449.003573554668,8496.713638902478,6241.830628782524,5082.257720571601,8913.499118865537,4004.333785311366,6482.932680463779,10391.34270714769,4595.30705880019,5574.7749227513095,3048.1992537114756,12740.267720139222,7711.721508447732,11462.602971554172,8459.387209250623,15443.344325403508,7175.724121581288,7023.683469193755,6836.3260108229615,7966.857823666508,6920.2757533518625,10086.191591495732,7683.268195707782,7135.532122170208,10343.189112592552,6992.675056263779,8103.400003923094,6529.075617857946,8072.816931299231,8730.432737970745,6335.67293944575,6721.29115059823,7091.722931195224,7653.1940892488865,7270.999986326839,9052.831936198314,5450.918639703068,4104.2495638524615,13945.728500830632,7967.289992629488,6055.410250186038,13040.110496265332,5921.738416119115,10724.110494262193,7933.484149234068,8055.081560026388,7954.692821811446,7853.746434125478,7125.463564274656,6032.0311426322105,4610.432048147699,5584.213647821303,7384.521696827642,8095.075811909555,11012.139676983545,9550.11954553536,4623.337084320738,9574.429468671851,7257.3311251802725,8700.017612226246,7544.662928839392,12262.869883735028,5845.264089306328,6099.6614941465195,7432.637226131956,6720.968767737829,4972.636323666371,7486.00183762118,7343.623665883025,10267.422594588988,7399.751225032466,12040.611760614056,7126.017734658474,6751.041124805306,7774.610156764141,7331.855648828919,6318.334336241831,5023.211945620688,6095.6088958572545,9630.680412019376,6892.188512178564,7182.955306156497,7017.622092476036,7675.562343161187,8129.4171981569925,6852.940205294279,6790.2400739537325,7386.901215737143,9217.764558963354,ENSG00000122406
11605,ENSG00000116478.11,581.0383855595506,782.2537471338646,847.0185021449902,1034.323657152557,1419.406509106817,614.465916828902,983.3281849445173,450.70383077942535,1008.3440795754876,644.4083298894773,340.87428903143746,530.1735436013128,404.8029591524787,562.2279507667763,635.754820247859,430.72484918778,513.9414253528247,518.5105621268078,1547.7190497917331,932.0059512038686,544.9634766976628,1057.9048505725473,1169.3531095464627,746.5326949675351,547.8163358345483,1232.1010002193048,500.5976774251438,455.1339735108667,918.9029960454732,197.69354534565065,1012.0903518284844,519.5493827904637,407.68642536478836,896.7221351493969,782.4341068079315,977.2168807300619,601.5264049311425,298.03473012611823,656.9756156992104,656.5884485748488,343.5043724932931,816.4007276730819,1125.0392117954939,469.7021676471534,419.3966827500893,670.3542007583827,922.7317259102713,614.8165034362457,1139.3007173471958,395.21967038747863,595.4912262902949,896.0343840614328,630.9646701440347,597.8709079729375,867.2873747191428,750.1782346702937,383.6226808460223,462.2201182250404,485.66998356983294,637.9301272689693,868.6828930757637,901.7281598825456,1937.3126207191208,467.5156011522274,533.0605962273064,515.2113468623223,1060.6994669889286,1611.9776611285251,831.3266414189694,350.8726113783258,595.8361779492609,653.5525753111767,706.241031945958,460.4739769472709,453.724836537985,838.0193777651538,1326.4833958295887,655.9123021291708,1175.2012434538021,571.9008615134929,510.45846817093286,812.6294322836476,860.5123263595772,535.0174625643768,438.9107054989951,499.82656145744835,568.8400252447893,472.00104891366897,552.9536101772571,373.90668234611604,1122.1067347785472,808.3439960287632,574.0895911394589,708.5479695192322,504.4496300545997,516.6822993386703,ENSG00000116478
11634,ENSG00000171103.10,421.612391864948,286.0098576658125,319.97235926057755,393.8990993237269,316.7223985980328,320.45494823193013,297.5072978198803,412.84393057628404,342.28651350201994,296.5507898845285,461.3527479118564,512.3024907109066,475.0706426280033,386.7497861845334,493.72767917703385,434.35924452136635,346.4330194070708,340.99809054688285,366.0748421229355,288.8620251568384,359.13814920305384,531.4020399159974,431.8479219664872,370.389333639052,429.3610086152517,357.89515941528765,328.09076878410286,356.5127358570785,375.1586643658856,421.51137826721975,326.254641968526,440.09593270265816,484.61263638534433,284.89543952278615,257.22594522931234,371.5979783632737,551.6852789555605,409.6526324371747,374.52654289657175,439.89605173009835,471.8453835142777,362.30892192356737,351.24118079069075,353.24163883245916,436.7227163098475,478.19660449413107,418.50288770732385,317.8122244970505,234.24214227770503,404.347059226865,392.004051459907,223.41588427566205,597.9257951426612,326.50766158962995,431.9806505707769,428.45493181998717,431.2335913884124,430.6978714228949,396.4201397183979,356.95258705702935,294.9732479418325,388.6329486014025,375.3005060248652,374.9537875012831,414.9752774049063,418.0064960035898,224.20820231343112,249.63307354612428,310.2719525704953,455.97102979157165,312.1017752206714,265.659294005718,328.78934044958834,437.0024632013642,398.37973540222356,254.69683514308383,260.42366439159457,267.57948911390486,397.24900487760806,341.5624695309196,431.0156344628948,420.3231842229235,334.5169011661526,407.085829215554,519.0172064507315,419.04798764303763,359.2853765217991,436.9863566685868,480.8489868698665,440.8410312790755,281.7762319145287,220.28924287014266,325.0105642666458,330.33365185010257,484.08374893516594,536.3974740529935,ENSG00000171103
11661,ENSG00000054267.20,1849.818193532952,1184.0611876475855,1026.8324858405747,1566.8340643180734,1565.5042608753051,1121.74166816654,975.9347399449343,3330.856992993902,1210.268839969967,1523.9628748639727,2609.935833875319,1351.5836179236562,2962.928527245681,1164.555983316183,1709.31214803985,2978.0134888394123,1817.044348368336,2844.440674085495,1846.4818179628644,1137.2614298235922,1254.139606848849,1877.0107907003205,1510.3362260273734,1697.2545062141792,1516.45032846931,1601.3762279507391,788.856529591755,1383.5588609652145,1183.1641826582174,2579.238885287337,1620.8202718225305,1455.7278896852802,1945.0672493645395,1553.2695697733996,1022.3512615808354,1761.69265707433,1760.9407416049662,1028.5314892411222,1249.3978408446048,1743.7511066808609,1600.8600001102525,1486.1623740890411,1978.4606416038919,1278.6891989458145,3013.1176374504194,1318.1237270654876,1439.7397029906492,1435.9026130036993,1728.098987236713,2876.916900656281,1138.2982422117434,954.98401459179,1364.5087475518676,1111.1345181504687,1669.1572587606408,1676.9660867437146,2782.654373383104,2816.0469387660023,1479.31112342444,1257.370700758473,1231.3332662283722,2282.555131146325,2392.2875543728533,2806.662451212533,1061.9889397706802,1751.4720667257416,1241.5677426348498,1437.834174014389,1277.730336328834,3279.3713104740314,1060.3695587544444,1119.1461326238848,1521.9749015142445,2998.619196959032,2895.358115776973,1208.579574907508,1002.5819870616988,1305.278573298969,2521.924325641445,1260.8418993367238,1666.282285386545,1732.8127600166015,1936.3865005063708,1730.8020373812647,2985.3495399888543,1802.4405954444308,1372.8735224657898,1870.4866309527256,1732.6876098365192,1189.9327526014908,1252.6565487971038,1145.1539943740809,1489.5280259906942,1174.132919187372,1723.4961268749848,1511.3274628075849,ENSG00000054267
11775,ENSG00000177600.8,3071.97146439355,4164.900496685423,10975.277731145754,6693.685662528914,7992.120027530205,3179.617283908287,10148.710857944041,4727.330508330658,6195.399784840719,3736.311806866148,5143.081305935864,6709.720494745435,1830.0148870364887,3255.5478766826204,5795.2664798907035,3771.107236005439,2379.3219154529997,1363.5220654949662,6289.550140948223,5384.5129875019065,8488.437729754323,6268.6853766936365,8833.6525166862,3273.5080546333306,2966.172537446002,4024.1531227143482,5482.849443267808,3722.172788685945,8285.141719246603,2639.687823535978,3710.178118428357,4174.208184019381,2717.9095024319226,4630.44237039133,4501.926578965113,5828.737343261302,2879.2835741014146,3064.1086960025104,3566.6148125693085,3175.8315661083625,2733.2207752026984,4840.737311611532,5671.970118111199,2897.537707068011,3278.5798584695185,11806.651857461196,3641.0808430705547,3867.222422047035,11161.317447759337,4840.9856400457065,10301.625700203333,7218.650211308312,5028.658014995302,4541.535082664825,3543.337013618331,4737.107336402456,3044.889201111182,3917.2183968903632,3182.7352664780433,4830.20778759735,5247.705441964601,4139.50883679766,10594.06686910923,2746.261945694544,8049.628228300718,3795.061571744236,5378.7182533207515,6285.19419150651,11750.842172597393,4797.941534489859,3315.3956278879577,5050.278386425743,4235.407978019338,4036.663626091024,8345.144657072473,5145.438979478044,6016.752239135826,4342.636938448024,6404.957436074016,3635.5604766212396,2588.753660009731,3632.0779772761766,5328.60569788302,2294.5756612592013,2988.376510371606,2446.085176943881,7028.45608114956,3160.9472306630864,2248.7366213567952,3606.431007088383,4559.918503933874,3974.3579804747524,4115.170732882548,3375.4908850940133,3207.1889323654827,5416.27136785489,ENSG00000177600
11839,ENSG00000112110.9,1389.8294716316411,1113.3099404601421,1968.4899267727146,1608.6163060332224,1239.6399855260065,1080.1920680762046,2693.6784615146803,545.6707864876981,1593.543768614833,1339.076919491783,946.7689731065477,1465.411980282932,513.2596010386145,1028.856479757952,1486.4639923273724,746.9740692415227,1087.069963030351,424.6203950859014,1106.427254603181,1330.8040602768392,1508.5743924478347,1190.570911930755,1945.1679066773424,1376.3858949184366,1507.8402485347785,1026.1590462921586,1446.0392625148113,1463.4493988687177,1548.0212237302012,572.1791158241961,1507.682589722627,976.7528396460718,1306.4709815138276,1972.7886973286727,1174.3837764167736,1532.3347229454246,1520.5013108999149,1071.3666769239544,1091.2684852531827,1221.0617151310398,1429.570757761845,1519.9387916819735,1199.7135869037286,1131.1577468204714,492.25401293830083,1882.7405883474332,1183.5541358723453,998.0787393445547,2504.5467870422385,622.8807708410952,1502.8304048648731,1226.1523150314342,1554.8413970163015,964.0974259536317,1273.5523364002074,1218.9364715159775,795.0441066808868,615.6461238543607,1318.247098260975,1199.4475714167916,911.2265882947361,949.8758071801635,958.8719031842113,490.26384349017127,1791.3315384847854,1249.8189132019015,1632.040375104081,1462.2785243615424,1344.5572367644425,803.9489421260263,1149.894193170861,1260.4228238144126,1135.2850066201981,520.604599366502,1066.0413449126117,1112.1714313483255,1717.181593176071,1424.416336759557,1429.7175202846631,1373.892069635903,1072.8743161378356,1277.8427102191392,929.3785844896756,1174.4085314969195,739.3375159871002,1293.1833441481626,1550.6360303547863,1251.532678150471,1250.0795447886485,1544.8914611800672,1566.5977682226808,1533.2874210386856,1232.6548278219616,1030.6152283916103,1358.7744163672521,1742.374584379177,ENSG00000112110
11879,ENSG00000136718.9,950.4640257609932,1176.0504287114927,959.6388393016983,690.2596871104657,955.0096565230564,1194.7948382784205,990.7216299441001,544.8915904002884,938.8930949415634,1057.2604632448526,622.75110496128,1092.1369902038648,527.7714052346466,1287.2332953676835,1073.5573277919914,515.5521139417788,952.912508427694,433.0789686931903,701.68136377807,1325.8560096642673,1229.2625654920478,701.8462600885831,677.5866333005988,792.9884198352687,882.5331932894493,723.1639876407254,1643.2533949127499,1149.939560732243,1527.0005669579186,644.4635398933107,796.8828043558418,1241.9704293372038,999.0660446870447,898.8207795849924,1080.6089021926018,803.3497829795903,1011.3857903678668,1420.047831777387,1196.1655918931565,959.7116638222909,1219.3942279613664,969.6303294361425,945.7140338570044,1161.7633401910973,439.946186136508,998.858556413333,850.860661831833,1229.6316761008388,648.1567946588667,497.21184339069885,1124.994148684257,1168.8318379266432,1006.132852391839,1146.4929135947073,757.7724720051166,711.3893158498993,381.7694311800996,415.60968613512034,1122.2170368654415,1376.5860641067234,1572.137946580169,580.8591611524485,969.8793612564788,436.1387151688565,1283.062392234733,1162.306938017153,905.1865570877632,880.8383989477541,1063.8869280109043,618.0508383911794,1230.4663641456355,1247.880019690489,1228.0237279868386,413.7936253323413,474.92693170331137,1217.5224388388021,947.7582077566278,1078.784592898472,790.3803790330957,1206.3118171924145,965.3134246303892,898.8432691120598,1110.8885597024823,920.4601506483904,523.6658762160424,862.9081202520099,959.917542600582,1003.3671782061708,903.7143263310343,1350.3589304999934,996.7385050449651,943.0679953668903,1080.9417404049536,1160.5721924980085,995.9409209885307,1049.8679645038828,ENSG00000136718
11884,ENSG00000083520.14,1452.6587303911438,939.8712026613116,980.3079835328116,1227.7839632818004,1118.5971929815942,1017.9627638564017,935.8770549371943,2438.3232928700863,1064.0679515036604,1186.7434573300268,2035.6843976748585,1179.4874398053344,2345.237400537409,1295.7545627464924,1178.3202496041813,2245.674181682147,1588.3058882708062,2353.065216090869,1583.6345373049044,1010.598719291916,1197.9921281155785,1264.2476510385907,1322.9957222331,1348.6313002242025,1504.320878361539,1570.8281714515454,844.2722179825504,1237.2744442131184,908.1974758464467,1867.14150957225,1207.3918160386145,1778.8777096022286,1624.6632074347456,1332.3717731591707,907.0594494194456,1127.6957116566302,1677.1206468296393,1037.2972165977726,1095.3198348833278,1291.2406305480451,1590.1382194270388,1233.2181970711367,1222.6903177062625,1119.7587247997794,2135.8219751507777,1065.5552063724022,1553.1568789492685,974.4122962772168,1153.1255092450895,2284.2057788473003,994.6193537523004,734.1554831906785,1299.2455338164605,1020.5974502309653,1530.373615111592,1341.0529438857945,2292.210381793291,2098.8774675157847,1121.4020804304264,931.3548304541736,925.963526440936,1684.7991178694067,1150.0714498995014,2131.1259402120522,869.6738998604567,1292.4655940665816,1363.9580930847835,1057.7285397886585,919.1639193515332,2375.037392331188,988.4772984454213,915.0645131246944,966.1326361679294,2409.291625706551,2374.634658516557,871.840642681216,1053.920990509792,966.9535091947366,1594.9317817231306,1222.6841418557424,1480.1837124190852,1524.6106120877105,1063.800465955361,1552.232768155477,2141.3923601478987,1485.3336496141155,1291.8274929074755,1484.0783495688654,1731.63269038944,1218.0667040515339,1000.413585920551,1274.2377627875364,1169.1653462216825,1165.9173789347326,1459.7198781172604,1283.8412597854888,ENSG00000083520
11917,ENSG00000197238.4,6.276649226723539,4.004712016043675,33.12362857550241,21.317470262830934,11.235407723800662,17.06849768969172,0.0,2299.445796411784,9.003072139066854,5.385027826374461,3702.79378799534,10.254807419754599,1046.3774604507469,7.234550837072488,5.464941148262398,2259.855982643932,15.783229953253732,1019.2581196783093,14.618361745376461,9.600695218423368,25.26320752903073,4.722697806833877,41.919025328845905,7.562559862189213,0.0,8.285021135000127,11.862504204387296,4.841850782030497,18.0177058048132,12.19255345744101,30.743935353234644,15.833885951709368,10.30931190577626,23.073552015540038,8.791394458516084,21.995235257589826,11.979188718401131,9.739697062945039,9.842331321336484,10.711067676588067,13.888316947168185,12.35722594863393,12.308962929928818,11.242871034107397,1378.684863561541,6.159456668530316,24.343424929793592,6.653858262297032,0.0,1136.4842134644546,19.690058420679996,27.867098068896237,9.028111337514009,14.681686689649215,12.223452875344071,11.553900203942915,2681.652266590311,562.2383370846603,13.215509757002255,21.9975905954817,22.755930000845748,9.510646379776356,13.453559866105005,483.2040441439129,35.124147813427165,23.418697584651014,15.213219446853163,8.678210827071467,8.019228052273018,3651.972271639547,14.920772402736088,19.65571655071208,7.133747797433919,2310.281808738885,1675.813601867399,7.89652490792168,12.031740034799766,26.18412383749185,6.6395550477615926,12.635019033437636,5.469197873259995,4.210888655262412,6.3180053330365435,13.14943072354843,1924.3964208343868,15.324870988082145,30.082885950445593,8.758782350975302,9.670094931557758,15.418597853772606,15.54164452601866,7.484666629895954,24.135898726583857,31.64169560851435,5.5535739088579765,1.7928241042212376,ENSG00000197238
11941,ENSG00000278272.1,0.8966641752462201,1.3349040053478918,0.0,0.0,0.0,0.0,0.0,0.7784176697399403,0.0,0.0,15.919953059160541,0.0,1.5275583364244483,0.0,0.0,3.294262708893154,0.0,10.15028832874665,0.9136476090860288,0.7385150168017977,0.0,0.0,0.0,0.0,0.0,2.3671488957143216,0.0,0.0,0.0,0.0,3.6892722423881565,0.0,0.0,0.0,0.0,0.0,1.7113126740573044,0.0,0.0,0.0,0.0,0.8238150632422621,0.0,0.0,6.5384783502241115,0.0,1.1592107109425518,0.0,0.0,8.1957996163302,0.5321637410994593,0.0,0.0,2.4469477816082033,0.0,2.475835757987768,18.532496659228133,11.652608022480008,0.0,0.0,0.0,0.0,0.0,2.3532664487528225,0.0,0.0,0.0,0.0,0.0,3.2190147832873928,0.0,2.4569645688390103,1.0191068282048454,11.076693603542598,18.657843745487234,0.0,0.0,1.3092061918745923,0.0,0.0,1.823065957753332,1.7072046896715285,0.0,0.8218394202217769,6.053940765503381,0.0,2.734807813676872,0.0,0.0,0.0,2.0722192701358213,2.673095224962841,0.0,0.0,0.0,0.0,ENSG00000278272
12034,ENSG00000162851.7,297.69250618174505,152.17905660965963,250.7931877859468,280.5379086588551,138.5700285935415,220.67129155958582,239.0547216531784,250.6504896562608,172.34452380499405,211.8110945040622,295.9238333349842,355.84181746548444,228.36997129545497,220.13704689949145,348.541802122513,256.95249129366607,266.3420054611568,145.48746604536862,164.45656963548518,166.16587878040448,227.36886776127656,253.34938169051293,213.97472630545224,289.5380061523869,281.98011785589716,218.96127285357483,175.56506222493198,282.0378080532765,181.67853353186646,228.1749289892532,237.34318092697143,346.36625519364253,276.4770011094542,192.97879867542576,150.9189382045261,175.9618820607186,391.03494602209406,245.44036598621503,183.31342085989203,215.29246029942016,354.6150260510276,196.0679850516584,186.2756390062561,203.62088650661167,200.82469218545484,335.6903884349022,265.4592528058444,203.60806282628917,313.0683483802798,243.14205528446263,209.14035025208753,93.24759738438357,357.1119595727764,175.36459101525452,287.91821197397206,179.91073174711113,255.74845389734824,213.63114707880015,214.7520335512867,170.1918851334637,153.3551804404822,300.77419176042724,139.4278022487246,181.2015165539673,229.3400239582597,258.83823646193224,121.7057555748253,175.73376924819718,165.73071308030902,284.88280832093426,199.93835019666352,176.90144895640876,162.03798568457046,198.5892924635137,249.33663914423846,140.06895314074708,148.71737834478998,180.67045447869373,208.03939149652993,208.8103145526009,297.15975111379305,306.4432417960394,189.54015999109632,302.436906641614,238.37391764169558,297.0667299228232,175.0277000753198,282.2274313092042,326.1459290552662,256.4292449873701,214.4746944590575,186.58204670240627,194.8111825788554,211.32132424257802,276.7530997914226,380.2121588499552,ENSG00000162851
12044,ENSG00000107833.10,220.5793871105701,270.98551308562196,385.18048086369936,237.47661872793662,164.7859799490764,203.6027938698941,389.38810331136267,106.64322075437181,212.2152718494329,178.60342290808634,214.45113238516254,468.64469908278517,70.26768347552459,211.8689887999801,324.8603904800425,154.00678164075498,170.656173869556,63.43930205466655,113.29230352666758,262.17283096463814,348.2713609359236,155.7756333367343,244.63192393401118,170.69777974655648,255.07361806048718,115.99029589000179,335.7088689841605,303.82613657241365,316.8113270679654,47.02842047870104,142.65186003900874,255.32141097131358,225.8676517538253,180.39322484876755,196.34114290685918,206.336254559295,254.12993209750968,346.7332154408435,214.07070623906853,192.79921817858525,287.9511047046203,158.1724921425143,140.3221774011885,276.0749442819705,66.31885183798741,496.8628379281122,184.3145030398657,279.4620470164753,292.96304160356465,94.70701778870456,329.4093557405653,158.62809669987087,380.1837996575344,231.6443899922432,205.78203493845245,152.6765384092457,88.95598396429504,65.06039479218005,265.4114876197953,263.9710871457804,137.52496826598082,126.01606453203672,147.98915852715504,72.1668377617532,390.4978786316314,250.2102952465345,146.21594246142206,106.30808263162548,371.5575664219831,126.34633024403016,220.82743156049403,233.411634039706,206.8786861255836,94.94308803036512,38.16377129758753,240.6312784725656,244.50145253295986,217.3282278511824,147.1768035587153,217.4553275754793,195.9795904584832,159.6236384842879,207.23057492359862,188.20122723078688,103.67373560924538,170.93125332860853,265.2763579266566,235.5139254373359,183.7318036995974,389.0650613601478,197.89694029797093,201.55137996219815,268.94287152479154,186.45999197874528,231.3989128690824,329.4325716913635,ENSG00000107833
12089,ENSG00000275379.1,0.0,0.0,0.0,0.0,0.0,1.2191784064065516,0.0,0.7784176697399403,0.0,0.0,1.872935654018887,0.0,0.0,0.0,0.0,4.9413940633397315,0.0,10.996145689475536,0.0,0.0,0.0,3.42364029311504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4652324097526803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.736273342985206,0.0,1.1592107109425518,1.3307716524594062,0.0,1.8212888036289332,0.0,0.0,0.0,0.0,0.0,0.0,4.633124164807033,0.9710506685400008,0.0,0.0,0.0,0.0,0.0,4.706532897505644,0.0,0.0,0.0,0.0,2.673076017424339,0.0,0.0,0.0,0.0,1.5823848005060854,4.2404190330652805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567425956879225,3.5365086895574183,0.0,0.0,0.0,0.0,3.108328905203732,0.0,0.0,0.0,0.0,0.0,ENSG00000275379
12165,ENSG00000129460.15,820.4477203502914,743.5415309787758,885.8204670477215,960.1388606379053,595.4766093614353,685.178264400482,1000.5795566102104,779.9745050794203,971.0456378564962,711.721177719158,675.1933032738089,1039.8374723631164,556.0312344584992,609.769284838967,946.0420343325352,646.4990566202816,658.9498505483433,457.608832154328,713.5587826961887,674.2642103400412,931.1296489271324,829.3760050970451,785.1996535477851,751.9345234405273,805.0424738786684,846.2557302178702,673.7902388091984,801.3263044260472,797.2834818629843,716.7479639624249,725.5568743363376,940.136978382744,688.8485401303311,764.5736099694858,582.4298828766906,830.5819790127966,766.6680779776724,574.6421267137574,636.0606616413702,737.992562916918,708.3041643055773,681.2950573013508,901.0160864707893,597.7459766467098,494.12121554145784,1141.552635900952,784.7856513081075,653.4088813575685,1509.8127993752332,554.5824407050103,936.0760205939488,605.5734772663989,962.998542668161,713.6922873197984,620.8788436125839,821.152193065943,581.9203950997634,398.1307741014003,693.8142622426186,596.2504819301619,599.56928610924,817.9155886607665,1356.3634446827682,428.2944936730137,836.7811684963532,824.5846675858701,682.0593385339167,668.2222336845031,882.1150857500318,698.5262079733643,604.7886413909026,678.1222209995667,716.4321002280063,626.6243810004098,597.8990836622046,753.0202694489739,776.9852860132462,710.8989621879037,1246.0231639632589,688.2760368214713,778.4491639606726,658.9810102132102,791.0142676961752,568.7128787934698,597.8266505934588,664.8636336367947,812.237920662031,645.2302998551805,727.0153189452969,694.7590381431211,835.1043658647359,824.9171864235326,663.737214981056,649.7848205319913,592.381216944851,929.2664450022277,ENSG00000129460
12194,ENSG00000196890.4,38.64048730239051,50.62383157560917,57.76666184628833,26.763742835460032,36.130487095966465,41.72077273859475,58.7155363605204,198.05514296494223,28.691633369359607,39.778303048790434,272.67695599730166,44.64584232301461,168.27429878218078,43.46022059427181,36.10668400186472,178.2179654197652,67.65284229087797,159.91356333259978,69.02991418640764,45.884602657410795,59.05888294950923,37.1785082170388,121.69280750092304,45.53795421017235,27.28631194652205,50.961165001385794,29.068354802598805,25.3939337502458,39.0737973985114,194.59489497410962,56.43393666162175,59.352034986749004,35.51229927979283,91.41741308556963,30.489361859959146,18.10679188169448,49.752993372868005,71.0019046040162,65.65979162347541,42.97612394945107,53.010502133205534,28.6387773325287,36.77909917487444,58.68066631305233,161.3350851551084,45.58008200473549,57.54681324439218,43.20829247504348,6.832778934111057,286.8202033730917,33.78377650720985,40.69914646159801,74.68083792096047,62.578813521330545,68.30329668262904,44.689743238123796,240.94376894112384,202.89035563407916,58.44625267583032,38.80432869439276,39.97039529118119,55.958265637009134,64.8254889944682,170.54671049616414,59.19679243631078,41.206800732133466,78.95922898362821,27.144358690726165,58.64301090066212,195.8424451541175,49.52124783015292,52.73567326441832,26.79221660282257,212.32360133950638,259.47039254945787,25.682181285098835,35.469850925291794,48.32685908128602,34.7674767113496,44.55752762161818,44.9166990671266,45.70886908173448,34.78959092593908,45.103615773017424,153.83971576258915,42.164732152986225,89.71619077001391,51.13211692832752,40.747846022598075,47.194349861936615,46.47666628927775,89.90848865353516,50.59160211934566,65.16008278478084,41.93966456404397,32.70256192600463,ENSG00000196890
